video,avg_flickering,avg_blockiness,avg_letterBox,avg_pillarBox,avg_blockloss,avg_blur,avg_blackout,avg_freezing,avg_exposure,avg_contrast,avg_interlace,avg_noise,avg_slices,avg_si,avg_ti
1Runner__2160_30fps_a.yuv,0.125,0.9635,0.0,0.0,0.83122,13.08416,0.0,0.0,117.52153,45.24039,0.0,0.76059,17.882,0.13687252342732364,0.10093029044429225
1Runner__2160_30fps_c.yuv,0.19354,0.96425,0.0,0.0,0.53457,10.52673,0.0,0.0,118.28708,45.29816,0.00504,0.54336,21.73073,0.17116012073384312,0.101544965033948
1Runner__2160_30fps_d.yuv,0.15385,0.8767,0.0,0.0,0.14055,5.92015,0.0,0.01435,114.19617,45.38624,0.0038,2.04893,14.07831,0.16927116947987414,0.09863300942357947
1Runner__2160_30fps_f.yuv,0.38222,0.90883,0.0,0.0,0.48301,9.72783,0.0,0.0,116.60766,45.24594,0.00521,0.57227,19.72562,0.16983012301936423,0.10124543509789821
1Runner__2160_30fps_i.yuv,0.125,0.99846,0.0,0.0,47.41999,6.39075,0.0,0.0,114.74038,45.37914,1.44122,2.35976,14.97745,0.16776066533101217,0.1030079047526553
1Runner__2160_30fps_j.yuv,0.44922,0.96193,0.0,0.0,9.11236,5.90832,0.0,0.0,116.72031,45.37867,0.33409,2.06997,16.0782,0.16950129770082897,0.07666681013963307
1Runner__2160_30fps_o.yuv,0.125,0.96441,0.0,0.0,0.15108,5.79471,0.0,0.0,118.21053,45.37673,0.00554,1.98185,16.84243,0.17001858910971063,0.10269752030024004
2Runners__2160_30fps_a.yuv,0.125,0.97093,0.0,0.0,0.45853,16.61578,0.0,0.0,122.85646,51.26013,0.0,1.48094,46.81933,0.1362943112714555,0.11249452744986405
2Runners__2160_30fps_c.yuv,0.12513,0.92328,0.0,0.0,0.10439,6.88621,0.0,0.0,124.26316,51.3504,0.00963,2.36925,52.2206,0.157353279328738,0.11362575193249128
2Runners__2160_30fps_d.yuv,0.13942,0.90801,0.0,0.0,0.09446,6.67492,0.0,0.05742,121.70335,51.37916,0.00254,2.53798,59.6328,0.15726487661239388,0.10377403371178041
2Runners__2160_30fps_f.yuv,0.38664,0.87508,0.0,1e-05,0.40905,10.94756,0.0,0.0,122.77033,51.25874,0.00338,0.62901,58.39754,0.15604177574053427,0.1118719826751854
2Runners__2160_30fps_i.yuv,0.125,1.05853,0.0,0.0,60.2268,7.30052,0.0,0.0,122.44231,51.37134,1.70639,3.55318,48.94815,0.15597328883479553,0.11367463434595723
2Runners__2160_30fps_j.yuv,0.44922,0.95697,0.0,0.0,12.04738,6.74627,0.0,0.0,123.16858,51.35969,0.37787,2.71391,51.0702,0.15726840559760064,0.08463766792122948
2Runners__2160_30fps_o.yuv,0.125,0.97404,0.0,0.0,0.09928,6.68433,0.0,0.0,124.25837,51.34755,0.00451,2.4067,52.42895,0.15745094406507623,0.11363293677917925
3Runners_male__2160_30fps_a.yuv,0.12502,0.96774,0.0,0.0,0.43712,16.35787,0.0,0.0,123.07177,49.31065,0.0,1.47352,43.36307,0.12793294823772358,0.11677071081378868
3Runners_male__2160_30fps_c.yuv,0.60495,0.8138,0.0,0.0,2.2679,9.36565,0.0,0.0,124.05742,48.64262,0.00529,0.39022,111.28499,0.13329034061412384,0.11093488758094407
3Runners_male__2160_30fps_d.yuv,0.13469,0.88347,0.0,0.0,0.07061,6.38926,0.0,0.10048,120.79426,49.38406,0.00297,2.55163,38.71644,0.14747721195929747,0.10302008562741666
3Runners_male__2160_30fps_f.yuv,0.14264,0.8954,0.0,0.0,0.29617,11.55556,0.0,0.0,123.02871,49.38304,0.00263,0.77102,53.55917,0.14966865898283213,0.11710212911105816
3Runners_male__2160_30fps_i.yuv,0.12509,1.04994,0.0,0.0,57.92664,6.79826,0.0,0.0,120.53846,49.43855,1.89109,3.4634,44.53567,0.1455771919349768,0.11816528461054861
3Runners_male__2160_30fps_j.yuv,0.44925,0.9538,0.0,0.0,11.69754,6.3477,0.0,0.0,123.31034,49.41925,0.40801,2.61815,46.169,0.14702519363495706,0.0875517194010901
3Runners_male__2160_30fps_o.yuv,0.1251,0.97222,0.0,0.0,0.08485,6.33838,0.0,0.0,124.6555,49.41906,0.00447,2.28398,49.66236,0.1473017953576371,0.117931579146658
Basketball_0_1080_30fps_p.yuv,0.45352,0.90599,0.0,0.0,10.98931,8.53755,0.0,0.0,123.41148,56.28558,0.00093,1.57608,6.43919,0.2045140958002889,0.0675110919290912
Basketball_10_1080_30fps_p.yuv,0.37158,0.92034,0.0,0.0,9.58377,9.63085,0.0,0.0,123.47847,54.12082,0.00113,1.45683,7.2188,0.1761508656016226,0.11049133654379933
Basketball_11_1080_30fps_p.yuv,0.38139,0.81888,0.0,0.0,12.7691,10.41122,0.0,0.0,124.0,36.46777,0.0004,0.92511,4.16886,0.1279367276082447,0.07264870040288288
Basketball_1_1080_30fps_p.yuv,0.41344,0.91127,0.0,0.0,10.79553,8.781,0.0,0.0,123.16746,57.05359,0.00076,1.44335,6.37386,0.20111829838326842,0.08158580700455467
Basketball_2_1080_30fps_p.yuv,0.33988,0.93564,0.0,0.0,9.90363,9.95355,0.0,0.0,123.38756,54.01193,0.00096,1.56813,6.52932,0.18187147945720838,0.12364292448941222
Basketball_3_1080_30fps_p.yuv,0.43448,0.89282,0.0,0.0,11.25917,8.51745,0.0,0.0,123.4689,53.12746,0.00081,1.52713,5.44246,0.19350940331166971,0.07444768197151988
Basketball_4_1080_30fps_p.yuv,0.45103,0.90357,0.0,0.0,12.62671,8.79279,0.0,0.0,123.80383,51.52449,0.00077,0.89962,4.24223,0.1798474327984679,0.1076864991652086
Basketball_5_1080_30fps_p.yuv,0.38732,0.93081,0.0,0.0,10.61946,9.31422,0.0,0.0,123.20574,52.80808,0.00098,1.61382,6.95946,0.18873634022003563,0.10770520453965339
Basketball_6_1080_30fps_p.yuv,0.44015,0.91032,0.0,0.0,11.06575,8.64201,0.0,0.0,123.311,54.35042,0.00096,1.46829,5.21033,0.1968160442460697,0.08276558968332556
Basketball_7_1080_30fps_p.yuv,0.40603,0.90999,0.0,0.0,10.48856,9.04033,0.0,0.0,123.66029,55.41124,0.00082,1.41598,5.80156,0.18784937225225956,0.09197505747328655
Basketball_8_1080_30fps_p.yuv,0.38224,0.91565,0.0,0.0,10.48975,9.52057,0.0,0.0,123.2823,53.95591,0.00097,1.40724,6.51043,0.17943500859154968,0.10639649091325575
Basketball_9_1080_30fps_p.yuv,0.35755,0.93068,0.0,0.0,10.29191,10.06016,0.0,0.0,123.39234,54.41475,0.00087,1.56526,6.20539,0.1784412583421862,0.11948288829671432
bbpointp1_1080_25fps_a.yuv,0.125,0.97745,0.0,0.0,29.68881,14.52837,0.0,0.0,106.04721,32.65553,1e-05,0.4114,2.62797,0.075182324020807,0.02364805525435542
bbpointp1_1080_25fps_c.yuv,0.72932,0.95244,0.0,0.0,5.66524,9.64973,0.0,0.0,106.94421,32.39737,4e-05,0.42482,3.23354,0.10367572730611421,0.020889893494638087
bbpointp1_1080_25fps_d.yuv,0.14224,0.79971,0.0,0.0,2.79474,7.57139,0.0,0.01288,102.18026,32.66849,0.00029,1.36936,2.55062,0.11247621541384371,0.023947339107531482
bbpointp1_1080_25fps_f.yuv,0.68937,0.95001,0.0,0.0,4.53344,9.0175,0.0,0.0,105.09871,32.55584,6e-05,0.44706,3.32724,0.10789941022894957,0.023050664721722344
bbpointp1_1080_25fps_i.yuv,0.125,0.80747,0.0,0.0,2.71588,7.837,0.0,0.0,104.97845,32.72644,0.00305,1.3507,2.62731,0.12463075390224981,0.022750686094278164
bbpointp1_1080_25fps_j.yuv,0.45139,0.82255,0.0,0.0,2.80026,7.82219,0.0,0.0,106.31271,32.79825,0.00145,1.33661,2.62503,0.11911934346297409,0.018858300660957172
bbpointp1_1080_25fps_o.yuv,0.125,0.86382,0.0,0.0,2.97582,7.81138,0.0,0.0,106.24893,32.81935,0.00027,1.31758,2.65015,0.11402359927061416,0.02431405053543
bbpointp2_1080_25fps_a.yuv,0.125,0.97149,0.0,0.0,24.95889,15.62058,0.0,0.0,101.90431,31.67079,1e-05,0.41166,2.83918,0.06885739882046658,0.03724450385245253
bbpointp2_1080_25fps_c.yuv,0.69111,0.95202,0.0,0.0,2.18349,9.23807,0.0,0.0,102.21053,31.71379,4e-05,0.4479,3.81775,0.10326895501361544,0.03602225660904952
bbpointp2_1080_25fps_d.yuv,0.13942,0.76982,0.0,0.0,1.40459,8.00658,0.0,0.05742,99.60766,31.74656,0.00041,1.38264,2.78709,0.1031535389360129,0.03549987798293118
bbpointp2_1080_25fps_f.yuv,0.69968,0.93236,0.0,0.0,3.49944,10.31143,0.0,0.0,100.63636,31.3944,0.0001,0.39621,3.59698,0.09574576872751499,0.03644148601161523
bbpointp2_1080_25fps_i.yuv,0.125,0.68453,0.0,0.0,0.9778,8.33688,0.0,0.0,99.89423,31.58437,0.00698,1.3549,2.85529,0.1374180832403298,0.03373712877222403
bbpointp2_1080_25fps_j.yuv,0.44922,0.78955,0.0,0.0,1.30993,8.36722,0.0,0.0,101.89655,31.73636,0.00252,1.33558,2.84266,0.11601249639967644,0.02858026211210999
bbpointp2_1080_25fps_o.yuv,0.125,0.85451,0.0,0.0,1.52241,8.39046,0.0,0.0,102.22488,31.80535,0.00029,1.31758,2.87793,0.10396118619228173,0.037691086845255184
crowdgreenp1_1080_25fps_a.yuv,0.1256,1.01247,0.0,0.0,17.63683,15.86975,0.0,0.0,125.0,42.2233,1e-05,1.09521,1.18155,0.0800311729877477,0.03277368454610181
crowdgreenp1_1080_25fps_c.yuv,0.12607,0.86951,0.0,0.0,2.28429,9.59545,0.0,0.0,125.0,42.38903,0.00114,1.76119,1.1394,0.1093107606393845,0.03350582336373586
crowdgreenp1_1080_25fps_d.yuv,0.14387,0.83328,0.0,0.0,2.06643,9.14463,0.0,0.12069,122.0,42.28184,0.00084,2.38921,1.13417,0.10975040417054022,0.029627754080607808
crowdgreenp1_1080_25fps_f.yuv,0.50414,0.98219,0.0,0.0,4.27284,10.46786,0.0,0.0,124.0,42.19437,8e-05,0.49811,1.31409,0.10882190018153678,0.030754427304390965
crowdgreenp1_1080_25fps_i.yuv,0.12584,0.79552,0.0,0.0,1.4473,9.56216,0.0,0.0,124.0,42.29039,0.01186,1.84256,1.13637,0.1280081509740559,0.031634547072624725
crowdgreenp1_1080_25fps_j.yuv,0.44952,0.83798,0.0,0.0,2.18238,9.54957,0.0,0.0,125.0,42.37583,0.00486,1.78069,1.13991,0.11367491167226453,0.023710105017926357
crowdgreenp1_1080_25fps_o.yuv,0.12623,0.8637,0.0,0.0,2.2558,9.54528,0.0,0.0,125.0,42.39376,0.00131,1.76254,1.14153,0.1095396036150536,0.03362301284280829
crowdgreenp2_1080_25fps_a.yuv,0.12661,1.01186,0.0,0.0,18.61006,16.07009,0.0,0.0,125.0,42.52456,1e-05,1.09508,1.19014,0.07730625014653036,0.03826694822228207
crowdgreenp2_1080_25fps_c.yuv,0.67257,0.97171,0.0,0.0,8.15048,11.21644,0.0,0.0,124.99425,41.76911,0.00011,0.43465,1.64974,0.09012441536126511,0.03237301552957411
crowdgreenp2_1080_25fps_d.yuv,0.14499,0.83047,0.0,0.0,2.10757,9.29206,0.0,0.01724,122.0,42.57313,0.00085,2.37969,1.14836,0.10510369091199219,0.03812197251560966
crowdgreenp2_1080_25fps_f.yuv,0.50834,0.97264,0.0,0.0,5.22222,10.73719,0.0,0.0,123.98276,42.36081,9e-05,0.48571,1.44701,0.10159502649335611,0.03679263937488286
crowdgreenp2_1080_25fps_i.yuv,0.12681,0.74937,0.0,0.0,1.23213,9.75044,0.0,0.0,124.0,42.55489,0.01485,1.94343,1.15684,0.1323501034834951,0.03670980351580637
crowdgreenp2_1080_25fps_j.yuv,0.44973,0.82574,0.0,0.0,2.15702,9.7055,0.0,0.0,125.0,42.66306,0.00638,1.85414,1.1578,0.11091478217590577,0.02761939134237444
crowdgreenp2_1080_25fps_o.yuv,0.12729,0.86133,0.0,0.0,2.3181,9.69677,0.0,0.0,125.0,42.69163,0.00132,1.79429,1.16039,0.10482540074421279,0.03924648725128814
csrc11_1080_30fps_a.yuv,0.41869,1.0185,0.0,0.0,20.42915,15.18271,0.0,0.0,124.01435,42.36638,1e-05,1.09117,1.13458,0.08666386377703815,0.034544284046426156
csrc11_1080_30fps_c.yuv,0.69953,0.98641,0.0,0.0,8.17002,10.18985,0.0,0.0,124.7512,41.94879,8e-05,0.44269,1.29963,0.11111772394231031,0.03256274056452542
csrc11_1080_30fps_d.yuv,0.36644,0.84707,0.0,0.0,2.80419,8.82075,0.0,0.04306,122.00957,42.57301,0.00071,1.79332,1.11848,0.11907965183802935,0.03408456225902636
csrc11_1080_30fps_f.yuv,0.70822,0.97747,0.0,0.0,6.97891,10.352,0.0,0.0,123.74641,41.90301,0.00011,0.46994,1.20188,0.11066037697944607,0.034295151320334186
csrc11_1080_30fps_i.yuv,0.12716,0.75663,0.0,0.0,2.34095,9.11365,0.0,0.0,123.0,42.43895,0.01946,1.77461,1.11813,0.14410726269987106,0.03509708807990146
csrc11_1080_30fps_j.yuv,0.52378,0.83643,0.0,0.0,2.71718,9.15452,0.0,0.0,124.1341,42.54884,0.00658,1.738,1.12367,0.12942107083986543,0.028292517865418528
csrc11_1080_30fps_o.yuv,0.41909,0.88718,0.0,0.0,2.96866,9.14777,0.0,0.0,124.19617,42.59259,0.00108,1.72318,1.12409,0.11904582280204691,0.035479841684903084
Discus_1__2160_30fps_a.yuv,0.41579,0.96677,0.0,0.0,4.23546,9.53368,0.0,0.0,118.54043,44.28722,0.0,0.29636,2.85642,0.09370244084208525,0.03869432437911894
Discus_1__2160_30fps_c.yuv,0.60743,1.05058,0.0,0.0,1.68425,8.10152,0.0,0.0,120.26809,44.36492,0.00016,0.35048,2.99681,0.10595149458392718,0.038579422850771324
Discus_1__2160_30fps_d.yuv,0.13841,0.85954,0.0,0.0,1.02511,7.2342,0.0,0.08511,115.78298,44.30884,0.00196,0.86351,2.68955,0.10565525791888573,0.034859634091744716
Discus_1__2160_30fps_f.yuv,0.69558,1.02881,0.0,0.0,1.9316,7.98326,0.0,0.0,118.75319,44.33238,0.00027,0.36913,3.0633,0.10381396174713656,0.03892577782501994
Discus_1__2160_30fps_i.yuv,0.12504,1.00606,0.0,0.0,32.13907,7.57599,0.0,0.0,118.68803,44.39771,0.24496,0.76281,2.68379,0.1038604292767729,0.03935521352504928
Discus_1__2160_30fps_j.yuv,0.45681,0.9359,0.0,0.0,8.65567,7.56221,0.0,0.0,119.0102,44.37739,0.06983,0.78084,2.69541,0.10587615171472091,0.030328324066257746
Discus_1__2160_30fps_o.yuv,0.125,0.95877,0.0,0.0,1.21571,7.61777,0.0,0.0,119.94043,44.41323,0.00653,0.48108,2.76618,0.1067955358299113,0.039214995221010435
Discus_male__2160_30fps_a.yuv,0.41495,0.97123,0.0,0.0,3.37687,9.28405,0.0,0.0,116.66986,43.43071,0.0,0.29542,3.55199,0.09025446684428157,0.04718877232840713
Discus_male__2160_30fps_c.yuv,0.64932,0.94103,0.0,0.0,0.80518,7.5645,0.0,0.0,118.17703,43.54548,0.01572,0.53698,3.38044,0.10325192421088758,0.04793106134726493
Discus_male__2160_30fps_d.yuv,0.14478,0.86555,0.0,0.0,0.6236,6.97267,0.0,0.01435,114.10526,43.50822,0.00212,0.85466,3.17242,0.10220462444505703,0.04629948151919485
Discus_male__2160_30fps_f.yuv,0.69987,1.0046,0.0,0.0,1.45949,7.85175,0.0,0.0,117.08134,43.39377,0.00035,0.34381,4.16178,0.09806844596888514,0.04747105616378615
Discus_male__2160_30fps_i.yuv,0.12506,1.03469,0.0,0.0,30.91238,7.305,0.0,0.0,117.31731,43.52984,0.48923,0.75419,3.31648,0.09825504110823716,0.04813349296604385
Discus_male__2160_30fps_j.yuv,0.45359,0.93656,0.0,0.0,7.24722,7.25919,0.0,0.0,117.21073,43.51555,0.11893,0.69997,3.33501,0.1020884065699745,0.03731112453148384
Discus_male__2160_30fps_o.yuv,0.125,0.96049,0.0,0.0,0.7364,7.34236,0.0,0.0,118.03349,43.53308,0.00642,0.48216,3.37959,0.1034808732684221,0.04801661620398313
Flips_2__2160_30fps_a.yuv,0.125,0.94896,0.0,0.0,0.45482,8.32294,0.0,0.0,121.63636,38.35901,0.0,2.5755,26.37197,0.20145557731259106,0.07092793467509602
Flips_2__2160_30fps_c.yuv,0.47319,0.98339,0.0,0.0,0.59725,5.67118,0.0,0.0,123.92823,37.85638,0.00669,1.02726,49.79254,0.23612265355465642,0.06650564870948597
Flips_2__2160_30fps_d.yuv,0.12981,0.94732,0.0,0.0,0.06563,4.26809,0.0,0.10048,119.06699,38.87012,0.00244,3.38124,24.25212,0.24290485408988077,0.06428143567650425
Flips_2__2160_30fps_f.yuv,0.29799,1.01714,0.0,0.0,0.18935,5.41067,0.0,0.0,121.92823,38.70189,0.00406,1.59392,28.0669,0.24666560719259492,0.07231367157945398
Flips_2__2160_30fps_i.yuv,0.125,1.08377,0.0,0.0,32.93269,4.5137,0.0,0.0,121.07212,38.8796,0.78442,3.57597,22.01984,0.24051642440264365,0.07524085489625089
Flips_2__2160_30fps_j.yuv,0.44922,0.98083,0.0,0.0,8.13263,4.3988,0.0,0.0,122.19923,38.88269,0.18415,3.2786,22.41126,0.2429811890016818,0.057153343764678656
Flips_2__2160_30fps_o.yuv,0.125,0.98649,0.0,0.0,0.07372,4.39816,0.0,0.0,123.33014,38.88091,0.00341,3.19152,23.0316,0.24332202877537873,0.07498901342164334
football1_1080_23fps_p.yuv,0.18915,0.88212,0.0,0.0,4.71412,8.31078,0.0,0.0,124.97605,43.46636,0.00023,0.65717,2.98822,0.14705827480536118,0.09048188802980404
football2_1080_23fps_p.yuv,0.17831,0.87004,0.0,0.0,9.57345,13.99587,0.0,0.0,124.64072,52.23597,0.00013,0.70144,1.83533,0.08907003309944844,0.11138258467642982
football3_1080_23fps_p.yuv,0.12515,0.85668,0.0,0.0,14.81038,14.34326,0.0,0.0,125.38922,38.24554,0.00024,0.82766,6.83654,0.06749803818474434,0.14779353709231297
football4_1080_23fps_p.yuv,0.13001,0.88066,0.0,0.0,5.23144,14.14305,0.0,0.0,124.98204,58.10528,8e-05,2.50043,1.61479,0.07653966069252005,0.15909812448929225
football5_1080_23fps_p.yuv,0.20287,0.87556,0.0,0.0,1.17923,7.98543,0.0,0.0,121.61257,45.23853,9e-05,3.02066,1.67275,0.09422292765109841,0.11231328722458299
football6_1080_23fps_p.yuv,0.15392,0.8386,0.0,0.0,8.37206,14.02098,0.0,0.0,123.93684,45.56756,5e-05,1.50928,4.82791,0.05122855614031666,0.1309263012979161
football7_1080_23fps_p.yuv,0.13107,0.85146,0.0,0.0,4.38939,11.88741,0.0,0.0,125.14211,39.88878,8e-05,2.74721,3.76187,0.06312433242781955,0.11108150870716135
football8_1080_23fps_p.yuv,0.2495,0.91873,0.0,0.0,3.72096,9.3955,0.0,0.0,120.41317,41.68394,3e-05,1.44271,1.64055,0.0930642631693542,0.04707341555710016
Football_2160_30fps_a.yuv,0.12598,0.94786,0.0,0.0,2.12204,10.24725,0.0,0.0,125.28436,37.71268,0.0,2.57924,2.72867,0.10175612168726132,0.10546350835425451
Football_2160_30fps_c.yuv,0.18064,0.92733,0.0,0.0,0.48953,7.73952,0.0,0.0,127.62559,37.82512,0.00048,2.74458,2.87424,0.12546066869646605,0.10619838363224028
Football_2160_30fps_d.yuv,0.15034,0.8022,0.0,0.0,0.30288,7.308,0.0,0.01422,122.89573,37.85236,0.00138,3.27906,2.49414,0.12730241334897277,0.10197832736230095
Football_2160_30fps_f.yuv,0.28998,0.87269,0.0,0.0,0.55904,7.56749,0.0,0.0,125.63507,37.70244,0.00102,2.27184,2.70586,0.12234158084547109,0.10495648491834467
Football_2160_30fps_i.yuv,0.12541,0.99361,0.0,0.0,48.00484,8.08957,0.0,0.0,126.87143,37.89054,2.15366,4.50229,2.50876,0.11809886116593182,0.10730765880385891
Football_2160_30fps_j.yuv,0.4499,0.92721,0.0,0.0,9.33951,7.829,0.0,0.0,126.80989,37.92716,0.45936,3.56021,2.67438,0.12585079638680344,0.0797107718856763
Football_2160_30fps_o.yuv,0.13153,0.94535,0.0,0.0,0.37658,7.81032,0.0,0.0,127.46445,37.89139,0.00499,3.2136,2.75176,0.12781247913109095,0.10709227029334042
Hammer__2160_30fps_a.yuv,0.12501,0.92952,0.0,0.0,1.52169,6.53072,0.0,0.0,125.36364,44.0949,0.0,0.45676,3.0412,0.1557547311964444,0.047553589049930636
Hammer__2160_30fps_c.yuv,0.14322,0.93993,0.0,0.0,0.15805,3.87107,0.0,0.0,127.02392,44.65013,0.00374,0.98236,3.23166,0.22392172893747683,0.052834239023491186
Hammer__2160_30fps_d.yuv,0.13462,0.92191,0.0,0.0,0.14597,3.75938,0.0,0.05742,124.04306,44.56819,0.00116,1.76023,3.03057,0.2235461590030175,0.04927053469896178
Hammer__2160_30fps_f.yuv,0.68155,0.9847,0.0,0.0,0.6124,4.48989,0.0,0.0,125.50239,44.11992,0.0014,0.44137,5.06055,0.19734365305742335,0.05020136660437714
Hammer__2160_30fps_i.yuv,0.125,0.97672,0.0,0.0,19.14575,3.84967,0.0,0.0,125.63462,44.59814,0.32944,1.2765,3.20717,0.21535103342026496,0.05311206757688951
Hammer__2160_30fps_j.yuv,0.44922,0.96041,0.0,0.0,4.88193,3.83868,0.0,0.0,126.00766,44.61043,0.08922,1.08058,3.22217,0.22180777651781455,0.041426222913227624
Hammer__2160_30fps_o.yuv,0.125,0.9565,0.0,0.0,0.15582,3.85541,0.0,0.0,126.89952,44.64754,0.00202,0.98976,3.29409,0.22427514595791348,0.052992154319555576
Hurdles_2__2160_30fps_a.yuv,0.125,0.94648,0.0,0.0,10.37974,14.0368,0.0,0.0,120.15789,48.27577,0.0,1.27446,6.81459,0.06769611373814037,0.06768904391684546
Hurdles_2__2160_30fps_c.yuv,0.71804,0.83417,0.0,0.0,13.5498,10.95017,0.0,0.0,119.36364,48.13421,0.00106,0.40519,4.59082,0.07243518505992705,0.06393933826452801
Hurdles_2__2160_30fps_d.yuv,0.13942,0.85686,0.0,0.0,0.95175,7.30574,0.0,0.10048,117.34928,48.30539,0.00279,2.47841,5.8773,0.0737113445016436,0.06071345190398202
Hurdles_2__2160_30fps_f.yuv,0.31662,0.86851,0.0,0.0,5.75223,11.46196,0.0,0.0,119.76555,48.36928,0.00047,0.62657,7.60053,0.07274458375963196,0.06719828115187387
Hurdles_2__2160_30fps_i.yuv,0.125,0.99413,0.0,0.0,58.71959,7.73274,0.0,0.0,118.8125,48.35005,0.86054,2.65287,6.14303,0.06783414142446673,0.06875347106012537
Hurdles_2__2160_30fps_j.yuv,0.44922,0.96518,0.0,0.0,13.54987,7.50737,0.0,0.0,120.26437,48.34695,0.20611,2.37733,6.22883,0.07242876635822688,0.05198776669020654
Hurdles_2__2160_30fps_o.yuv,0.125,0.98051,0.0,0.0,1.06435,7.47123,0.0,0.0,121.44498,48.3673,0.00502,2.28125,6.36911,0.07363201362776599,0.06866087764633387
Hurdles__2160_30fps_a.yuv,0.12503,0.95583,0.0,0.0,7.89402,9.86708,0.0,0.0,119.76555,50.19934,0.0,1.31329,6.17648,0.09622686688324636,0.03580986524363768
Hurdles__2160_30fps_c.yuv,0.73988,0.97943,0.0,0.0,5.55889,9.40874,0.0,0.0,120.35407,49.99542,0.00108,0.30452,7.82333,0.10045836589036235,0.030576674063963378
Hurdles__2160_30fps_d.yuv,0.14904,0.87209,0.0,0.0,1.70251,6.06582,0.0,0.01435,116.78947,50.1967,0.00225,2.54471,5.5252,0.10968261328620685,0.036632110817853704
Hurdles__2160_30fps_f.yuv,0.56894,0.97156,0.0,0.0,4.15203,8.16322,0.0,0.0,119.46411,50.23169,0.00076,0.80094,6.66606,0.10911864288758465,0.03445225040628026
Hurdles__2160_30fps_i.yuv,0.125,0.96315,0.0,0.0,26.48862,6.30071,0.0,0.0,118.82692,50.29785,0.31974,2.74746,5.72211,0.1066560499905717,0.03793227966330588
Hurdles__2160_30fps_j.yuv,0.44922,0.9698,0.0,0.0,7.61941,6.25457,0.0,0.0,119.9272,50.29851,0.08557,2.34438,5.74692,0.10947863463710505,0.02840126695301151
Hurdles__2160_30fps_o.yuv,0.125,0.97392,0.0,0.0,1.78692,6.30238,0.0,0.0,121.09569,50.31936,0.00381,2.21777,5.83689,0.11019223791090604,0.03786768489191052
Jockey_2160_30fps_a.yuv,0.12846,0.91791,0.0,0.0,1.86087,11.83303,0.0,0.0,122.42384,40.72692,0.0,1.81894,8.2266,0.05356133470457258,0.1149826348949976
