video,avg_flickering,avg_blockiness,avg_letterBox,avg_pillarBox,avg_blockloss,avg_blur,avg_blackout,avg_freezing,avg_exposure,avg_contrast,avg_interlace,avg_noise,avg_slices,avg_si,avg_ti
A014.mp4,0.07656,0.00022,0.0,0.0,0.00755,0.0759,0.0,0.0,0.4949,0.30689,0.00376,0.00597,9.02743,0.2465783816516249,0.08775452908598617
A015.mp4,0.08529,0.00027,0.0,0.0,0.00941,0.05591,0.0,0.0,0.4677,0.49394,0.00981,0.01104,13.66234,0.2660185070401845,0.08109430458357302
A016.mp4,0.06392,0.00024,0.0,0.0,0.02683,0.07932,0.0,0.0,0.45659,0.25047,0.00061,0.01491,2.2555,0.11386995848626195,0.04724612379554175
A017.mp4,0.08961,0.00025,0.0,0.0,0.00354,0.05067,0.0,0.0,0.4749,0.26057,0.00372,0.00599,4.82315,0.12724481626144743,0.04090736108377269
A018.mp4,0.02063,0.00029,0.0,0.0,0.00349,0.07666,0.0,0.0,0.52689,0.36126,0.00811,0.06188,1.96346,0.22330945638415967,0.04911195661735433
A019.mp4,0.03631,0.00024,0.0,0.0,0.00893,0.08393,0.0,0.0,0.51562,0.42779,0.0033,0.01577,5.13053,0.2309512074684912,0.13151264242676292
A020.mp4,0.07978,0.00027,0.0,0.0,0.01533,0.0495,0.0,0.0,0.49448,0.54168,0.01498,0.01194,5.68515,0.3735522541498069,0.07015481600160886
A021.mp4,0.08256,0.00018,0.0,0.0,0.04951,0.17721,0.0,0.0,0.42382,0.21841,0.00205,0.00937,2.00786,0.050264387946030525,0.02931794556970665
A022.mp4,0.01995,0.00023,0.0,0.0,0.01091,0.10441,0.0,0.0,0.51737,0.3605,0.00136,0.03033,1.68502,0.13561634211554913,0.09603653306251234
A023.mp4,0.06449,0.00023,0.0,0.0,0.00279,0.05439,0.0,0.0,0.50068,0.47649,0.00954,0.012,10.34396,0.24406697110555142,0.08357761067280785
A024.mp4,0.07078,0.00027,0.0,0.0,0.00088,0.0601,0.0,0.0,0.51762,0.48033,0.00112,0.01106,6.0378,0.27654357032610594,0.10420809949551386
A025.mp4,0.06054,0.00028,0.0,0.0,0.01488,0.06851,0.0,0.0,0.54159,0.37308,0.00168,0.01961,3.58302,0.10716535290099424,0.05639415807727814
A026.mp4,0.03934,0.00028,0.0,0.0,0.00622,0.05083,0.0,0.0,0.49454,0.2479,0.00204,0.03331,5.14324,0.23088341393088513,0.04834368453280068
A027.mp4,0.01848,0.00024,0.0,0.0,0.031,0.11474,0.0,0.0,0.52322,0.27941,0.00094,0.04157,3.21357,0.13993519086483078,0.0827429259870309
A028.mp4,0.0678,0.00027,0.0,0.0,0.00172,0.10152,0.0,0.0,0.34295,0.21141,0.00017,0.03351,1.59087,0.05362824081631522,0.021884168799092375
A029.mp4,0.01618,0.00024,0.0,0.0,0.0129,0.06261,0.0,0.0,0.52573,0.43924,0.00332,0.01826,6.43667,0.24333373424375782,0.10204299590514618
A030.mp4,0.04878,0.00028,0.0,0.0,0.00801,0.06209,0.0,0.0,0.49663,0.50942,0.0063,0.02655,1.90193,0.26491390946687027,0.06676386551116975
A031.mp4,0.04262,0.00027,0.0,0.0,0.00985,0.05351,0.0,0.0,0.49336,0.54572,0.00688,0.03423,1.69345,0.3968329437651693,0.1615255379439397
A032.mp4,0.01724,0.00027,0.0,0.0,0.00021,0.08211,0.0,0.0,0.5155,0.36369,0.00353,0.23911,2.57376,0.23029622922125023,0.12676109006712724
A033.mp4,0.08757,0.00027,0.0,0.0,0.01789,0.0615,0.0,0.0,0.49576,0.40296,0.00122,0.01406,2.56644,0.17788342962675963,0.01692250218177972
A034.mp4,0.04111,0.00026,0.0,0.0,0.00325,0.0865,0.0,0.0,0.50796,0.39193,0.00081,0.01507,2.02247,0.1230211409479237,0.06649667537394625
A035.mp4,0.05683,0.00027,0.0,0.0,0.00719,0.06563,0.0,0.0,0.50492,0.50372,0.00289,0.01876,2.01061,0.19223194542260236,0.05126285293213708
A036.mp4,0.07738,0.00027,0.0,0.0,0.01286,0.10248,0.0,0.0,0.49867,0.52437,0.00071,0.01206,3.45056,0.1981350123227013,0.08089193766122244
A037.mp4,0.08928,0.00023,0.0,0.0,0.00869,0.05526,0.0,0.0,0.50742,0.41732,0.01075,0.00306,69.0482,0.20097992960575345,0.0527529937824885
A038.mp4,0.0848,0.00021,0.0,0.0,0.019,0.12128,0.0,0.0,0.49597,0.3281,0.00051,0.01015,4.69644,0.09790039590123943,0.050937348610579164
A039.mp4,0.08645,0.00024,0.0,0.0,0.00513,0.09973,0.0,0.0,0.49943,0.60996,0.00187,0.0105,6.09505,0.2862263194552232,0.11577628633840112
A040.mp4,0.01931,0.00026,0.0,0.0,0.00108,0.06929,0.0,0.0,0.5366,0.23372,0.00053,0.07109,5.25201,0.06901217226162391,0.0415170420408883
A041.mp4,0.04702,0.00026,0.0,0.0,0.0019,0.06417,0.0,0.0,0.59158,0.30248,0.00264,0.01754,2.28768,0.13338837373882237,0.05763774056000596
A042.mp4,0.02605,0.00027,0.0,0.0,4e-05,0.04509,0.0,0.0,0.55928,0.35266,0.00809,0.67085,2.88254,0.3604135117890675,0.09423952442194629
A043.mp4,0.03553,0.00023,0.0,0.0,0.00876,0.10329,0.0,0.0,0.50461,0.35046,0.00086,0.037,6.30435,0.07968863622709876,0.06680514542405515
A044.mp4,0.05017,0.00022,0.0,0.0,0.01884,0.13741,0.0,0.0,0.49468,0.37739,0.00221,0.01991,56.33571,0.12754579468361293,0.06186187493580718
A045.mp4,0.06418,0.00025,0.0,0.0,0.00597,0.0488,0.0,1.0,0.49856,0.50932,0.03039,0.0,inf,0.2651198511839651,0.08172378928094166
A046.mp4,0.07878,0.00026,0.0,0.0,0.00185,0.05651,0.0,0.0,0.48953,0.48514,0.03388,0.0233,3.57583,0.25340067456930065,0.0899037097069358
A047.mp4,0.09132,0.00025,0.0,0.0,0.00326,0.0553,0.0,1.0,0.50159,0.16876,0.0071,0.00481,7.30452,0.1224785592811865,0.04709297452678636
A048.mp4,0.04262,0.00026,0.0,0.0,0.00624,0.11112,0.0,0.0,0.50405,0.48052,0.00152,0.01837,2.97107,0.17935421497544238,0.10631123312383611
A049.mp4,0.02251,0.00027,0.0,0.0,0.00322,0.04494,0.0,0.0,0.51623,0.40792,0.0041,0.07324,5.13785,0.22990956408208885,0.0898249533140673
A050.mp4,0.05453,0.00024,0.0,0.0,0.01354,0.13083,0.0,1.0,0.50339,0.38106,0.00042,0.01543,3.88396,0.12267141791263882,0.08219829786471071
A051.mp4,0.05543,0.00023,0.0,0.0,0.00171,0.07082,0.0,0.0,0.50836,0.27065,0.00593,0.0135,6.17069,0.1580309398234193,0.04928272380914126
A052.mp4,0.07422,0.00024,0.0,0.0,0.0013,0.06035,0.0,0.0,0.49695,0.26221,0.00065,0.00405,1.74317,0.23641361561493507,0.04943476933035059
A053.mp4,0.04431,0.00028,0.0,0.0,0.00289,0.05666,0.0,0.0,0.50965,0.44916,0.0036,0.07215,1.92051,0.30162808094663973,0.06823021204723238
A054.mp4,0.04464,0.00028,0.0,0.0,0.00939,0.06948,0.0,0.0,0.50322,0.4993,0.00525,0.13585,3.51318,0.25781764735733287,0.07108095808777
A055.mp4,0.08854,0.00027,0.0,0.0,0.00234,0.05634,0.0,0.01667,0.45525,0.32154,0.00296,0.00876,6.00818,0.18199989636438568,0.07916483096594601
A056.mp4,0.07773,0.00025,0.0,0.0,0.00118,0.04435,0.0,0.0,0.52617,0.41536,0.00296,0.00674,24.90887,0.1439639886184467,0.049705991024145385
A057.mp4,0.01599,0.00025,0.0,0.0,0.01078,0.10051,0.0,0.0,0.5094,0.41778,0.00048,0.02001,3.83669,0.09287245206992953,0.04800784612641898
A058.mp4,0.021,0.00025,0.0,0.0,0.01066,0.11668,0.0,0.0,0.5013,0.33526,0.00011,0.01789,2.05553,0.06819555362068369,0.049703295330549804
A059.mp4,0.03055,0.00027,0.0,0.0,0.00012,0.05748,0.0,1.0,0.50806,0.46377,0.00261,0.27181,2.04165,0.2814793007359673,0.089746876830493
A060.mp4,0.06864,0.00023,0.0,0.0,0.00124,0.06798,0.0,1.0,0.50521,0.47305,0.04161,0.01037,4.83705,0.3466247027640918,0.12690181113279025
A061.mp4,0.04831,0.00026,0.0,1e-05,0.00586,0.13283,0.0,0.0,0.49742,0.47931,0.00557,0.01374,2.52999,0.18649316941926858,0.13782493555790337
A062.mp4,0.02553,0.00026,0.0,0.0,0.00049,0.08252,0.0,0.0,0.52859,0.38546,0.03041,0.07137,2.43685,0.25984948195436186,0.13419523968151018
A063.mp4,0.08717,0.00026,0.0,0.0,0.01814,0.10002,0.0,1.0,0.49412,0.25323,0.00116,0.00031,2.9068,0.19900579690922912,0.01706113063382515
A064.mp4,0.06348,0.00028,0.0,0.0,0.01941,0.05831,0.0,1.0,0.49859,0.33909,0.00495,0.02752,10.2054,0.27408384866628627,0.11870360194813988
A065.mp4,0.07324,0.00025,0.0,0.0,0.0026,0.05503,0.0,1.0,0.51121,0.4517,0.02345,0.00936,4.90022,0.23646580336192996,0.07597584500500329
A066.mp4,0.02011,0.00025,0.0,0.0,0.00645,0.10108,0.0,0.0,0.47494,0.23435,0.00112,0.01693,2.25837,0.11365231591941144,0.05035664685667988
A067.mp4,0.02331,0.00027,0.0,0.0,0.00304,0.07551,0.0,0.0,0.51342,0.46308,0.01305,0.07179,7.32875,0.40201752718832007,0.13558870952004148
A068.mp4,0.08161,0.00025,0.0,0.0,0.00632,0.0633,0.0,1.0,0.47923,0.30135,0.00548,0.0205,10.0424,0.062035832915179896,0.029269078187211944
A069.mp4,0.05578,0.00028,0.0,0.0,0.00305,0.03875,0.0,0.0,0.50319,0.36345,0.0101,0.02421,6.80118,0.31010917204655364,0.08468105667547321
A070.mp4,0.06667,0.00026,0.0,0.0,0.00512,0.05674,0.0,0.0,0.5183,0.31827,0.02845,0.05897,11.79251,0.2693901475342551,0.09313022172509626
A071.mp4,0.03288,0.00027,0.0,0.0,0.00167,0.07174,0.0,0.0,0.50579,0.40873,0.00363,0.0902,6.40797,0.1663065935886493,0.06780385560951499
A072.mp4,0.0762,0.00019,0.0,0.0,0.05944,0.20187,0.0,0.0,0.48952,0.21312,0.00094,0.01035,2.15157,0.043260545177238374,0.03694198178826235
A073.mp4,0.05988,0.00027,0.0,0.0,0.00854,0.06036,0.0,0.0,0.51357,0.3354,0.00293,0.0153,10.98156,0.21010132450522925,0.048393391053883454
A074.mp4,0.02212,0.00026,0.0,0.0,0.005,0.08456,0.0,0.0,0.45119,0.23692,0.00015,0.0582,1.37029,0.05302462456161509,0.03477759270182742
A075.mp4,0.04526,0.00026,0.0,0.0,0.00389,0.12506,0.0,1.0,0.50078,0.41299,0.0005,0.02156,1.95916,0.12088807484939039,0.10666206486704238
A076.mp4,0.08402,0.00024,0.0,0.0,0.0259,0.05199,0.0,0.0,0.49612,0.55043,0.01053,0.00791,5.00704,0.18429477437236072,0.06438591085220846
A077.mp4,0.06743,0.00023,0.0,0.0,0.0041,0.09651,0.0,0.0,0.51971,0.43325,0.00075,0.01199,1.6141,0.14242348095614019,0.03261394914698223
A078.mp4,0.02338,0.00024,0.0,0.0,0.00074,0.06307,0.0,0.0,0.50227,0.43235,0.00521,0.04415,2.30687,0.2633078534578406,0.1248999917833426
A079.mp4,0.02689,0.00028,0.0,0.0,0.01205,0.06037,0.0,0.0,0.49894,0.4287,0.00442,0.05821,2.02766,0.24985727540907898,0.05306897706226852
A080.mp4,0.07333,0.00024,0.0,0.0,0.00763,0.07741,0.0,0.0,0.50329,0.26177,0.00094,0.01571,1.8539,0.13934995739391906,0.049300920202241055
A081.mp4,0.01667,0.00025,0.0,0.0,0.01351,0.12325,0.0,0.0,0.49181,0.3667,0.00052,0.02979,1.90939,0.08716622123847201,0.059103529172865335
A082.mp4,0.06407,0.00027,0.0,0.0,0.01163,0.04579,0.0,0.0,0.49528,0.35594,0.00977,0.01798,7.07601,0.2892980097869478,0.07412971195302485
A083.mp4,0.04875,0.00026,0.0,0.0,0.02927,0.08429,0.0,0.0,0.54519,0.34579,0.00084,0.03672,2.20084,0.14265504588298594,0.04028810365749959
A084.mp4,0.09503,0.00015,0.0,0.00227,0.0102,0.09663,0.0,0.0,0.48724,0.13091,0.00011,0.0,11.23361,0.08317375484327379,0.02487497553734131
A085.mp4,0.07883,0.00027,0.0,0.0,0.01248,0.06907,0.0,0.0,0.50573,0.4441,0.00084,0.01887,2.46036,0.21363608057871225,0.029635763423105945
A086.mp4,0.02438,0.00022,0.0,0.0,0.00738,0.08006,0.0,0.0,0.54014,0.35006,0.00075,0.02663,4.32447,0.10084253409566823,0.08187380039479784
A087.mp4,0.08171,0.00027,0.0,0.0,0.01283,0.07152,0.0,0.0,0.50414,0.52461,0.00173,0.01638,1.76291,0.2438939894199839,0.06741985316817035
A088.mp4,0.06904,0.00024,0.0,0.0,0.00401,0.07631,0.0,1.0,0.53221,0.38307,0.00541,0.01913,1.72733,0.1929774205351364,0.07810395777125337
A089.mp4,0.0934,0.00021,0.0,0.0004,0.00562,0.11338,0.0,0.0,0.49058,0.46089,0.00103,0.00239,inf,0.08263887684217143,0.03176767214070131
A090.mp4,0.07041,0.00027,0.0,0.0,0.00567,0.04645,0.0,0.0,0.50516,0.42871,0.00917,0.01568,47.15332,0.27185951698929156,0.07543387591285947
A091.mp4,0.05726,0.00027,0.0,0.0,0.01679,0.07457,0.0,0.0,0.50184,0.35757,0.00064,0.13615,1.73007,0.19088073550317036,0.037317040192482866
A092.mp4,0.0839,0.00027,0.0,0.0,0.00947,0.05262,0.0,0.0,0.48185,0.48593,0.00376,0.00993,3.8852,0.33354659448303203,0.06919159228805823
A093.mp4,0.0342,0.00028,0.0,0.0,0.00097,0.09135,0.0,1.0,0.49556,0.50765,0.0187,0.0164,3.75685,0.32587374365579075,0.18580646701272216
A094.mp4,0.08081,0.00027,0.0,0.0,0.00286,0.05622,0.0,0.0,0.44537,0.55042,0.00301,0.00845,2.27364,0.3552261914557458,0.15653640817854636
A095.mp4,0.08042,0.00025,0.0,0.0,5e-05,0.09186,0.0,0.0,0.49757,0.48174,0.02964,0.01181,inf,0.24718623675507248,0.08068142696369227
A096.mp4,0.06349,0.00023,0.0,0.0,0.00172,0.05836,0.0,0.0,0.51253,0.42798,0.01451,0.01446,8.07009,0.17660075623337357,0.08946243403748733
A097.mp4,0.05679,0.00027,0.0,0.0,0.0039,0.08412,0.0,0.0,0.48699,0.35276,0.00108,0.01615,1.5893,0.17538674839722518,0.06664599527303569
A098.mp4,0.06235,0.00028,0.0,0.0,0.00236,0.05344,0.0,1.0,0.49658,0.55319,0.00223,0.01817,1.54699,0.224862667332526,0.05235408329813254
A099.mp4,0.06297,0.00022,0.0,0.0,0.01526,0.1135,0.0,0.0,0.53671,0.31874,0.00217,0.01163,1.63664,0.09297007631496276,0.06094643145695903
A100.mp4,0.04334,0.00027,0.0,0.0,0.00269,0.04976,0.0,0.0,0.50195,0.39837,0.01825,0.01493,4.94695,0.2894395073886517,0.10176639528257192
A101.mp4,0.01702,0.00026,0.0,0.0,0.00087,0.08923,0.0,0.0,0.52893,0.29581,0.00363,0.04608,2.69541,0.181441385578695,0.07700071706254741
A102.mp4,0.06101,0.00025,0.0,0.0,0.0167,0.0938,0.0,1.0,0.50461,0.26249,0.00283,0.01315,5.35411,0.11358579631305787,0.042283273629125
A103.mp4,0.03164,0.00027,0.0,0.0,0.00411,0.10855,0.0,0.0,0.50413,0.2837,0.00052,0.02159,3.20143,0.06289321868805599,0.04502597263882737
A104.mp4,0.07139,0.00026,0.0,0.0,0.01126,0.1074,0.0,0.0,0.49991,0.46778,0.00118,0.03064,2.91615,0.12004258757431605,0.038271567217659966
A105.mp4,0.08352,0.00024,0.0,0.0003,0.00274,0.05618,0.0,0.0,0.4956,0.28607,0.00171,0.00493,1.4944,0.3155511064771471,0.11687172090669994
A106.mp4,0.0931,0.00022,0.0,0.0,0.00417,0.07277,0.0,0.0,0.49708,0.1694,0.00111,0.00954,19.15669,0.08065604595840709,0.019948427408599794
A107.mp4,0.02914,0.00026,0.0,0.0,0.02301,0.05277,0.0,0.0,0.50266,0.48492,0.01257,0.01745,20.13069,0.34854765270485205,0.14712152170520368
A108.mp4,0.05125,0.00022,0.0,0.0,0.01113,0.09856,0.0,0.00497,0.54995,0.32654,0.00158,0.01319,4.29621,0.09232279121773934,0.04701455343863863
A109.mp4,0.07988,0.0002,0.0,0.00048,0.01768,0.16158,0.0,0.0,0.48621,0.18572,0.00012,0.00836,3.76199,0.06001121713384655,0.0418993946160318
A110.mp4,0.08521,0.00025,0.0,0.0,0.01516,0.05211,0.0,0.0,0.49795,0.52456,0.00829,0.01476,28.22609,0.2471947205174971,0.012357483102293246
B001.mp4,0.0625,0.00023,0.0,0.0,0.00463,0.07519,0.0,0.0,0.50844,0.58343,0.00219,0.01479,3.22829,0.25132476452517305,0.07789463343503968
B002.mp4,0.03472,0.00028,0.0,0.0,0.0013,0.07004,0.0,0.0,0.52356,0.38632,0.00244,0.03488,2.09499,0.24405061251115187,0.08118727685097762
B003.mp4,0.07842,0.00027,0.0,0.0,0.00181,0.07129,0.0,0.0066,0.50935,0.37846,0.0029,0.02953,2.99421,0.19410023043435534,0.04175141333123014
B004.mp4,0.0257,0.00028,0.0,0.0,1e-05,0.06645,0.0,0.0,0.50348,0.41613,0.00782,0.42432,1.88094,0.29310813643256717,0.10370745416757964
B005.mp4,0.08256,0.00022,0.0,0.0,0.00218,0.06996,0.0,0.0,0.46443,0.12537,0.00452,0.01042,2.23,0.1110391934594734,0.040994360951462576
B006.mp4,0.08569,0.00027,0.0,0.0,0.00681,0.06681,0.0,0.0,0.4943,0.27711,0.00496,0.01839,1.86035,0.22150832600546522,0.023880411448903998
B007.mp4,0.056,0.00025,0.0,0.0,0.00161,0.0719,0.0,1.0,0.51602,0.41084,0.01251,0.03851,1.70157,0.07875711061140889,0.04463880064393805
B008.mp4,0.09408,0.00027,0.0,0.0,0.0,0.03969,0.0,0.0,0.58569,0.33727,0.01207,0.01034,inf,0.4419100769303436,0.06609716153113154
B009.mp4,0.05396,0.00027,0.0,0.0,0.01131,0.06939,0.0,0.0,0.54085,0.59158,0.00331,0.01886,7.76911,0.280350063170036,0.07029290796203133
B010.mp4,0.04904,0.00026,0.0,0.0,0.01413,0.13115,0.0,0.0,0.49946,0.31027,0.00305,0.02026,3.21848,0.1365704678198932,0.058853840911958555
B011.mp4,0.03033,0.00027,0.0,0.0,0.02083,0.14525,0.0,0.0,0.50027,0.27895,0.00394,0.02412,2.87627,0.0954334206528748,0.03755430005513491
B012.mp4,0.04168,0.00027,0.0,0.0,0.01377,0.10746,0.0,0.0,0.5028,0.54377,0.00302,0.02041,3.5781,0.13788945232459882,0.06258197715436792
B013.mp4,0.02763,0.00027,0.0,0.0,0.01337,0.11617,0.0,1.0,0.51791,0.37892,0.00338,0.02075,6.00633,0.12416918435101931,0.05571325597470477
B014.mp4,0.02823,0.00027,0.0,0.0,0.00808,0.05292,0.0,1.0,0.52256,0.37928,0.01682,0.07858,3.38337,0.1958999236904437,0.08422666170270746
B015.mp4,0.03629,0.00026,0.0,0.0,0.00961,0.0931,0.0,0.0,0.51497,0.32082,0.00323,0.0656,31.12864,0.23533034245315063,0.09580272876108403
B016.mp4,0.05693,0.00026,0.0,0.0,0.00161,0.06644,0.0,0.0,0.49529,0.37269,0.00861,0.01371,13.10305,0.3455395770814277,0.11318132279150188
B017.mp4,0.06405,0.00026,0.0,0.0,0.00434,0.07773,0.0,0.0,0.49762,0.42544,0.00821,0.02356,2.27607,0.22342805944527608,0.08588624154396404
B018.mp4,0.08616,0.00021,0.0,0.0,0.00631,0.05812,0.0,0.0,0.39129,0.48103,0.00479,0.00872,61.10781,0.13691925273935004,0.07770230357644192
B019.mp4,0.06057,0.00023,0.0,0.0,0.00016,0.06179,0.0,1.0,0.50967,0.56436,0.00785,0.013,6.91861,0.2816995022143517,0.06267000212470007
B020.mp4,0.07438,9e-05,0.0,0.00476,0.11051,0.06052,0.08333,0.0,0.22525,0.12782,0.00087,0.00532,3.90284,0.03684744510699549,0.02641357657088208
B021.mp4,0.04677,0.00028,0.0,0.0,0.00026,0.04409,0.0,0.0,0.50676,0.35214,0.00596,0.42914,2.23948,0.24961358464020594,0.025046182246029607
B022.mp4,0.0667,0.00027,0.0,0.0,0.01505,0.04915,0.0,0.0,0.51661,0.53432,0.00841,0.01928,1.57516,0.1675835702749846,0.029002031573732847
B023.mp4,0.07015,0.00026,0.0,0.0,0.0175,0.05645,0.0,0.0,0.50235,0.51277,0.00551,0.01098,2.16565,0.24777665380618333,0.08646912946700301
B024.mp4,0.05119,0.00025,0.0,0.0,0.01081,0.06469,0.0,0.0,0.5188,0.45634,0.00804,0.01358,53.31988,0.25103714313315095,0.1416665507388772
B025.mp4,0.02299,0.00027,0.0,0.0,6e-05,0.04832,0.0,0.0,0.50702,0.38275,0.00308,0.4419,2.30504,0.3197292263829868,0.043460884127136924
B026.mp4,0.07933,0.00023,0.0,1e-05,0.00596,0.05753,0.0,0.0,0.52809,0.37568,0.01733,0.00827,17.18953,0.18775041825595015,0.07665912611433581
B027.mp4,0.0787,0.00027,0.0,0.0,0.01565,0.05091,0.0,0.0,0.50493,0.45673,0.01403,0.01767,5.77489,0.30181576101985275,0.03305794506630035
B028.mp4,0.05221,0.00028,0.0,0.0,0.00471,0.04451,0.0,0.0,0.51773,0.47323,0.00992,0.02106,2.36002,0.3423510965440872,0.04112717039952732
B029.mp4,0.03945,0.00028,0.0,0.0,0.00388,0.04205,0.0,0.0,0.52114,0.41569,0.01787,0.1817,2.40735,0.3403706828352074,0.03729051218500582
B030.mp4,0.04099,0.00021,0.0,0.0,0.00681,0.06543,0.0,0.0,0.34153,0.1194,0.00091,0.02144,6.48961,0.04275796589547664,0.020253986480082625
B031.mp4,0.02481,0.00028,0.0,0.0,0.00134,0.05171,0.0,0.0,0.52359,0.31181,0.00548,0.10759,inf,0.11558127752540692,0.049316353177751585
B032.mp4,0.02562,0.00023,0.0,0.0,0.00482,0.04974,0.0,0.0,0.4688,0.36448,0.01041,0.26185,14.74287,0.3090896741292045,0.15319134313538765
B033.mp4,0.07884,0.00025,0.0,0.0,0.00698,0.04998,0.0,0.0,0.46363,0.47131,0.016,0.01011,14.70182,0.24403874325104444,0.09269136909647595
B034.mp4,0.08097,0.00027,0.0,0.0,0.01404,0.03762,0.0,0.0,0.50946,0.35398,0.01671,0.00776,15.42754,0.32373086793640016,0.11543356952850663
B035.mp4,0.02172,0.00028,0.0,0.0,0.00265,0.14232,0.0,0.0,0.51826,0.40437,0.00094,0.05304,2.52641,0.1324073291067326,0.09902566989706
B036.mp4,0.03773,0.00028,0.0,0.0,0.01315,0.05111,0.0,0.0,0.53533,0.30257,0.01162,0.07291,6.20417,0.21980682056400958,0.02870012335764412
B037.mp4,0.01915,0.00026,0.0,0.0,0.00749,0.10391,0.0,0.0,0.50739,0.40467,0.00341,0.12788,2.39591,0.17764096185844674,0.10259759102540734
B038.mp4,0.03858,0.0002,0.0,0.0,0.00298,0.10157,0.0,0.0,0.55799,0.35742,0.01245,0.01653,15.1093,0.04624078540213332,0.01988188036670058
B039.mp4,0.05655,0.00025,0.0,0.0,0.00932,0.08872,0.0,0.0,0.52029,0.38563,0.00475,0.01572,3.47904,0.1793781817720339,0.05391015482189738
B040.mp4,0.02808,0.00027,0.0,0.0,0.01392,0.08947,0.0,0.0,0.50676,0.40531,0.00581,0.01887,1.88356,0.22932354072629807,0.08106474620098388
B041.mp4,0.08111,0.00025,0.0,0.0,0.01894,0.0826,0.0,0.0,0.50251,0.48351,0.0008,0.01011,2.10367,0.2818879601657667,0.06636585259162465
B042.mp4,0.05998,0.00022,0.0,0.0,0.01385,0.10526,0.0,0.0,0.51196,0.43527,0.00215,0.01424,6.42111,0.08376093798734537,0.038304610370279
B043.mp4,0.02176,0.00026,0.0,0.0,0.01728,0.08084,0.0,0.0,0.47583,0.41737,0.00088,0.02632,2.50694,0.17544260676861434,0.052831044847833276
B044.mp4,0.02008,0.00027,0.0,0.0,0.0002,0.04644,0.0,0.0,0.51335,0.46941,0.00393,0.07884,3.79242,0.3631873700737962,0.07400609115286037
B045.mp4,0.03292,0.00027,0.0,0.0,0.00266,0.05843,0.0,0.0,0.49954,0.51523,0.00353,0.01796,2.34393,0.3401949590925647,0.1018692029320117
B046.mp4,0.03609,0.00027,0.0,0.0,0.00093,0.04397,0.0,0.0,0.51714,0.43379,0.01098,0.04815,2.41815,0.27636723884789544,0.04783330113457545
B047.mp4,0.03267,0.00027,0.0,0.0,0.00701,0.08677,0.0,0.0,0.52409,0.39364,0.00437,0.06649,2.56134,0.2137425787408023,0.07031102601854039
B048.mp4,0.02173,0.00028,0.0,0.0,0.0026,0.05455,0.0,0.0,0.50272,0.4477,0.00413,0.06514,2.02953,0.3482214353828393,0.12396415655203419
B049.mp4,0.01637,0.00029,0.0,0.0,0.00075,0.09709,0.0,0.0,0.49703,0.42751,0.00063,0.0845,2.9155,0.09728208073507577,0.030744933063419765
B050.mp4,0.02248,0.00028,0.0,0.0,0.00029,0.05012,0.0,0.0,0.50753,0.42691,0.01679,0.2936,1.74072,0.37038947407398337,0.10435371894397359
