video,avg_flickering,avg_blockiness,avg_letterBox,avg_pillarBox,avg_blockloss,avg_blur,avg_blackout,avg_freezing,avg_exposure,avg_contrast,avg_interlace,avg_noise,avg_slices,avg_si,avg_ti
1Runner_1_p2_2160_30fps_f.yuv,0.02769,0.00025,0,0,0.00232,0.15134,0,0,0.46062,0.44017,0.0045,0.0229,18.98645,0.174982108,0.136784947
1Runner_1_p2_2160_30fps_i.yuv,0.01562,0.00028,0,0,0.23869,0.09657,0,0,0.44867,0.4411,1.59194,0.11093,16.1379,0.169911782,0.138544669
1Runner_1_p2_2160_30fps_j.yuv,0.05692,0.00027,0,0,0.04541,0.09079,0,0,0.46036,0.44142,0.36676,0.09626,17.91897,0.171772757,0.102674726
1Runner_1_p2_2160_30fps_o.yuv,0.01562,0.00027,0,0,0.00065,0.08959,0,0,0.46682,0.44117,0.00696,0.09064,18.78164,0.172379815,0.137896877
1Runner__2160_30fps_a.yuv,0.01562,0.00027,0,0,0.00416,0.18692,0,0,0.46087,0.377,0,0.02535,17.882,0.136872523,0.10093029
1Runner__2160_30fps_c.yuv,0.02419,0.00027,0,0,0.00267,0.15038,0,0,0.46387,0.37748,0.00504,0.01811,21.73073,0.171160121,0.101544965
1Runner__2160_30fps_d.yuv,0.01923,0.00025,0,0,0.0007,0.08457,0,0.01435,0.44783,0.37822,0.0038,0.0683,14.07831,0.169271169,0.098633009
1Runner__2160_30fps_f.yuv,0.04778,0.00025,0,0,0.00242,0.13897,0,0,0.45728,0.37705,0.00521,0.01908,19.72562,0.169830123,0.101245435
1Runner__2160_30fps_i.yuv,0.01562,0.00028,0,0,0.2371,0.0913,0,0,0.44996,0.37816,1.44122,0.07866,14.97745,0.167760665,0.103007905
1Runner__2160_30fps_j.yuv,0.05615,0.00027,0,0,0.04556,0.0844,0,0,0.45773,0.37816,0.33409,0.069,16.0782,0.169501298,0.07666681
1Runner__2160_30fps_o.yuv,0.01562,0.00027,0,0,0.00076,0.08278,0,0,0.46357,0.37814,0.00554,0.06606,16.84243,0.170018589,0.10269752
2Runners__2160_30fps_a.yuv,0.01563,0.00027,0,0,0.00229,0.23737,0,0,0.48179,0.42717,0,0.04936,46.81933,0.136294311,0.112494527
2Runners__2160_30fps_c.yuv,0.01564,0.00026,0,0,0.00052,0.09837,0,0,0.48731,0.42792,0.00963,0.07897,52.2206,0.157353279,0.113625752
2Runners__2160_30fps_d.yuv,0.01743,0.00025,0,0,0.00047,0.09536,0,0.05742,0.47727,0.42816,0.00254,0.0846,59.6328,0.157264877,0.103774034
2Runners__2160_30fps_f.yuv,0.04833,0.00025,0,1.00E-05,0.00205,0.15639,0,0,0.48145,0.42716,0.00338,0.02097,58.39754,0.156041776,0.111871983
2Runners__2160_30fps_i.yuv,0.01562,0.0003,0,0,0.30113,0.10429,0,0,0.48017,0.42809,1.70639,0.11844,48.94815,0.155973289,0.113674634
2Runners__2160_30fps_j.yuv,0.05615,0.00027,0,0,0.06024,0.09638,0,0,0.48301,0.428,0.37787,0.09046,51.0702,0.157268406,0.084637668
2Runners__2160_30fps_o.yuv,0.01562,0.00027,0,0,0.0005,0.09549,0,0,0.48729,0.4279,0.00451,0.08022,52.42895,0.157450944,0.113632937
3Runners_male__2160_30fps_a.yuv,0.01563,0.00027,0,0,0.00219,0.23368,0,0,0.48263,0.41092,0,0.04912,43.36307,0.127932948,0.116770711
3Runners_male__2160_30fps_c.yuv,0.07562,0.00023,0,0,0.01134,0.1338,0,0,0.4865,0.40536,0.00529,0.01301,111.28499,0.133290341,0.110934888
3Runners_male__2160_30fps_d.yuv,0.01684,0.00025,0,0,0.00035,0.09128,0,0.10048,0.4737,0.41153,0.00297,0.08505,38.71644,0.147477212,0.103020086
3Runners_male__2160_30fps_f.yuv,0.01783,0.00025,0,0,0.00148,0.16508,0,0,0.48247,0.41153,0.00263,0.0257,53.55917,0.149668659,0.117102129
3Runners_male__2160_30fps_i.yuv,0.01564,0.00029,0,0,0.28963,0.09712,0,0,0.4727,0.41199,1.89109,0.11545,44.53567,0.145577192,0.118165285
3Runners_male__2160_30fps_j.yuv,0.05616,0.00027,0,0,0.05849,0.09068,0,0,0.48357,0.41183,0.40801,0.08727,46.169,0.147025194,0.087551719
3Runners_male__2160_30fps_o.yuv,0.01564,0.00027,0,0,0.00042,0.09055,0,0,0.48885,0.41183,0.00447,0.07613,49.66236,0.147301795,0.117931579
Basketball_0_1080_30fps_p.yuv,0.05669,0.00025,0,0,0.05495,0.12197,0,0,0.48397,0.46905,0.00093,0.05254,6.43919,0.204514096,0.067511092
Basketball_10_1080_30fps_p.yuv,0.04645,0.00026,0,0,0.04792,0.13758,0,0,0.48423,0.45101,0.00113,0.04856,7.2188,0.176150866,0.110491337
Basketball_11_1080_30fps_p.yuv,0.04767,0.00023,0,0,0.06385,0.14873,0,0,0.48627,0.3039,0.0004,0.03084,4.16886,0.127936728,0.0726487
Basketball_1_1080_30fps_p.yuv,0.05168,0.00026,0,0,0.05398,0.12544,0,0,0.48301,0.47545,0.00076,0.04811,6.37386,0.201118298,0.081585807
Basketball_2_1080_30fps_p.yuv,0.04249,0.00026,0,0,0.04952,0.14219,0,0,0.48387,0.4501,0.00096,0.05227,6.52932,0.181871479,0.123642924
Basketball_3_1080_30fps_p.yuv,0.05431,0.00025,0,0,0.0563,0.12168,0,0,0.48419,0.44273,0.00081,0.0509,5.44246,0.193509403,0.074447682
Basketball_4_1080_30fps_p.yuv,0.05638,0.00025,0,0,0.06313,0.12561,0,0,0.48551,0.42937,0.00077,0.02999,4.24223,0.179847433,0.107686499
Basketball_5_1080_30fps_p.yuv,0.04841,0.00026,0,0,0.0531,0.13306,0,0,0.48316,0.44007,0.00098,0.05379,6.95946,0.18873634,0.107705205
Basketball_6_1080_30fps_p.yuv,0.05502,0.00025,0,0,0.05533,0.12346,0,0,0.48357,0.45292,0.00096,0.04894,5.21033,0.196816044,0.08276559
Basketball_7_1080_30fps_p.yuv,0.05075,0.00025,0,0,0.05244,0.12915,0,0,0.48494,0.46176,0.00082,0.0472,5.80156,0.187849372,0.091975057
Basketball_8_1080_30fps_p.yuv,0.04778,0.00026,0,0,0.05245,0.13601,0,0,0.48346,0.44963,0.00097,0.04691,6.51043,0.179435009,0.106396491
Basketball_9_1080_30fps_p.yuv,0.04469,0.00026,0,0,0.05146,0.14372,0,0,0.48389,0.45346,0.00087,0.05218,6.20539,0.178441258,0.119482888
bbpointp1_1080_25fps_a.yuv,0.01562,0.00027,0,0,0.14844,0.20755,0,0,0.41587,0.27213,1.00E-05,0.01371,2.62797,0.075182324,0.023648055
bbpointp1_1080_25fps_c.yuv,0.09116,0.00027,0,0,0.02833,0.13785,0,0,0.41939,0.26998,4.00E-05,0.01416,3.23354,0.103675727,0.020889893
bbpointp1_1080_25fps_d.yuv,0.01778,0.00022,0,0,0.01397,0.10816,0,0.01288,0.40071,0.27224,0.00029,0.04565,2.55062,0.112476215,0.023947339
bbpointp1_1080_25fps_f.yuv,0.08617,0.00027,0,0,0.02267,0.12882,0,0,0.41215,0.2713,6.00E-05,0.0149,3.32724,0.10789941,0.023050665
bbpointp1_1080_25fps_i.yuv,0.01562,0.00023,0,0,0.01358,0.11196,0,0,0.41168,0.27272,0.00305,0.04502,2.62731,0.124630754,0.022750686
bbpointp1_1080_25fps_j.yuv,0.05642,0.00023,0,0,0.014,0.11175,0,0,0.41691,0.27332,0.00145,0.04455,2.62503,0.119119343,0.018858301
bbpointp1_1080_25fps_o.yuv,0.01562,0.00024,0,0,0.01488,0.11159,0,0,0.41666,0.27349,0.00027,0.04392,2.65015,0.114023599,0.024314051
bbpointp2_1080_25fps_a.yuv,0.01562,0.00027,0,0,0.12479,0.22315,0,0,0.39962,0.26392,1.00E-05,0.01372,2.83918,0.068857399,0.037244504
bbpointp2_1080_25fps_c.yuv,0.08639,0.00027,0,0,0.01092,0.13197,0,0,0.40083,0.26428,4.00E-05,0.01493,3.81775,0.103268955,0.036022257
bbpointp2_1080_25fps_d.yuv,0.01743,0.00022,0,0,0.00702,0.11438,0,0.05742,0.39062,0.26455,0.00041,0.04609,2.78709,0.103153539,0.035499878
bbpointp2_1080_25fps_f.yuv,0.08746,0.00026,0,0,0.0175,0.14731,0,0,0.39465,0.26162,0.0001,0.01321,3.59698,0.095745769,0.036441486
bbpointp2_1080_25fps_i.yuv,0.01562,0.00019,0,0,0.00489,0.1191,0,0,0.39174,0.2632,0.00698,0.04516,2.85529,0.137418083,0.033737129
bbpointp2_1080_25fps_j.yuv,0.05615,0.00022,0,0,0.00655,0.11953,0,0,0.39959,0.26447,0.00252,0.04452,2.84266,0.116012496,0.028580262
bbpointp2_1080_25fps_o.yuv,0.01562,0.00024,0,0,0.00761,0.11986,0,0,0.40088,0.26504,0.00029,0.04392,2.87793,0.103961186,0.037691087
crowdgreenp1_1080_25fps_a.yuv,0.0157,0.00028,0,0,0.08818,0.22671,0,0,0.4902,0.35186,1.00E-05,0.03651,1.18155,0.080031173,0.032773685
crowdgreenp1_1080_25fps_c.yuv,0.01576,0.00024,0,0,0.01142,0.13708,0,0,0.4902,0.35324,0.00114,0.05871,1.1394,0.109310761,0.033505823
crowdgreenp1_1080_25fps_d.yuv,0.01798,0.00023,0,0,0.01033,0.13064,0,0.12069,0.47843,0.35235,0.00084,0.07964,1.13417,0.109750404,0.029627754
crowdgreenp1_1080_25fps_f.yuv,0.06302,0.00028,0,0,0.02136,0.14954,0,0,0.48627,0.35162,8.00E-05,0.0166,1.31409,0.1088219,0.030754427
crowdgreenp1_1080_25fps_i.yuv,0.01573,0.00022,0,0,0.00724,0.1366,0,0,0.48627,0.35242,0.01186,0.06142,1.13637,0.128008151,0.031634547
crowdgreenp1_1080_25fps_j.yuv,0.05619,0.00023,0,0,0.01091,0.13642,0,0,0.4902,0.35313,0.00486,0.05936,1.13991,0.113674912,0.023710105
crowdgreenp1_1080_25fps_o.yuv,0.01578,0.00024,0,0,0.01128,0.13636,0,0,0.4902,0.35328,0.00131,0.05875,1.14153,0.109539604,0.033623013
crowdgreenp2_1080_25fps_a.yuv,0.01583,0.00028,0,0,0.09305,0.22957,0,0,0.4902,0.35437,1.00E-05,0.0365,1.19014,0.07730625,0.038266948
crowdgreenp2_1080_25fps_c.yuv,0.08407,0.00027,0,0,0.04075,0.16023,0,0,0.49017,0.34808,0.00011,0.01449,1.64974,0.090124415,0.032373016
crowdgreenp2_1080_25fps_d.yuv,0.01812,0.00023,0,0,0.01054,0.13274,0,0.01724,0.47843,0.35478,0.00085,0.07932,1.14836,0.105103691,0.038121973
crowdgreenp2_1080_25fps_f.yuv,0.06354,0.00027,0,0,0.02611,0.15339,0,0,0.48621,0.35301,9.00E-05,0.01619,1.44701,0.101595026,0.036792639
crowdgreenp2_1080_25fps_i.yuv,0.01585,0.00021,0,0,0.00616,0.13929,0,0,0.48627,0.35462,0.01485,0.06478,1.15684,0.132350103,0.036709804
crowdgreenp2_1080_25fps_j.yuv,0.05622,0.00023,0,0,0.01079,0.13865,0,0,0.4902,0.35553,0.00638,0.0618,1.1578,0.110914782,0.027619391
crowdgreenp2_1080_25fps_o.yuv,0.01591,0.00024,0,0,0.01159,0.13853,0,0,0.4902,0.35576,0.00132,0.05981,1.16039,0.104825401,0.039246487
csrc11_1080_30fps_a.yuv,0.05234,0.00029,0,0,0.10215,0.2169,0,0,0.48633,0.35305,1.00E-05,0.03637,1.13458,0.086663864,0.034544284
csrc11_1080_30fps_c.yuv,0.08744,0.00028,0,0,0.04085,0.14557,0,0,0.48922,0.34957,8.00E-05,0.01476,1.29963,0.111117724,0.032562741
csrc11_1080_30fps_d.yuv,0.0458,0.00024,0,0,0.01402,0.12601,0,0.04306,0.47847,0.35478,0.00071,0.05978,1.11848,0.119079652,0.034084562
csrc11_1080_30fps_f.yuv,0.08853,0.00027,0,0,0.03489,0.14789,0,0,0.48528,0.34919,0.00011,0.01566,1.20188,0.110660377,0.034295151
csrc11_1080_30fps_i.yuv,0.0159,0.00021,0,0,0.0117,0.13019,0,0,0.48235,0.35366,0.01946,0.05915,1.11813,0.144107263,0.035097088
csrc11_1080_30fps_j.yuv,0.06547,0.00023,0,0,0.01359,0.13078,0,0,0.4868,0.35457,0.00658,0.05793,1.12367,0.129421071,0.028292518
csrc11_1080_30fps_o.yuv,0.05239,0.00025,0,0,0.01484,0.13068,0,0,0.48704,0.35494,0.00108,0.05744,1.12409,0.119045823,0.035479842
Discus_1__2160_30fps_a.yuv,0.05197,0.00027,0,0,0.02118,0.1362,0,0,0.46486,0.36906,0,0.00988,2.85642,0.093702441,0.038694324
Discus_1__2160_30fps_c.yuv,0.07593,0.00029,0,0,0.00842,0.11574,0,0,0.47164,0.36971,0.00016,0.01168,2.99681,0.105951495,0.038579423
Discus_1__2160_30fps_d.yuv,0.0173,0.00024,0,0,0.00513,0.10335,0,0.08511,0.45405,0.36924,0.00196,0.02878,2.68955,0.105655258,0.034859634
Discus_1__2160_30fps_f.yuv,0.08695,0.00029,0,0,0.00966,0.11405,0,0,0.4657,0.36944,0.00027,0.0123,3.0633,0.103813962,0.038925778
Discus_1__2160_30fps_i.yuv,0.01563,0.00028,0,0,0.1607,0.10823,0,0,0.46544,0.36998,0.24496,0.02543,2.68379,0.103860429,0.039355214
Discus_1__2160_30fps_j.yuv,0.0571,0.00026,0,0,0.04328,0.10803,0,0,0.46671,0.36981,0.06983,0.02603,2.69541,0.105876152,0.030328324
Discus_1__2160_30fps_o.yuv,0.01563,0.00027,0,0,0.00608,0.10883,0,0,0.47035,0.37011,0.00653,0.01604,2.76618,0.106795536,0.039214995
Discus_male__2160_30fps_a.yuv,0.05187,0.00027,0,0,0.01688,0.13263,0,0,0.45753,0.36192,0,0.00985,3.55199,0.090254467,0.047188772
Discus_male__2160_30fps_c.yuv,0.08117,0.00026,0,0,0.00403,0.10806,0,0,0.46344,0.36288,0.01572,0.0179,3.38044,0.103251924,0.047931061
Discus_male__2160_30fps_d.yuv,0.0181,0.00024,0,0,0.00312,0.09961,0,0.01435,0.44747,0.36257,0.00212,0.02849,3.17242,0.102204624,0.046299482
Discus_male__2160_30fps_f.yuv,0.08748,0.00028,0,0,0.0073,0.11217,0,0,0.45914,0.36161,0.00035,0.01146,4.16178,0.098068446,0.047471056
Discus_male__2160_30fps_i.yuv,0.01563,0.00029,0,0,0.15456,0.10436,0,0,0.46007,0.36275,0.48923,0.02514,3.31648,0.098255041,0.048133493
Discus_male__2160_30fps_j.yuv,0.0567,0.00026,0,0,0.03624,0.1037,0,0,0.45965,0.36263,0.11893,0.02333,3.33501,0.102088407,0.037311125
Discus_male__2160_30fps_o.yuv,0.01563,0.00027,0,0,0.00368,0.10489,0,0,0.46288,0.36278,0.00642,0.01607,3.37959,0.103480873,0.048016616
Flips_2__2160_30fps_a.yuv,0.01562,0.00027,0,0,0.00227,0.1189,0,0,0.47701,0.31966,0,0.08585,26.37197,0.201455577,0.070927935
Flips_2__2160_30fps_c.yuv,0.05915,0.00028,0,0,0.00299,0.08102,0,0,0.48599,0.31547,0.00669,0.03424,49.79254,0.236122654,0.066505649
Flips_2__2160_30fps_d.yuv,0.01623,0.00027,0,0,0.00033,0.06097,0,0.10048,0.46693,0.32392,0.00244,0.11271,24.25212,0.242904854,0.064281436
Flips_2__2160_30fps_f.yuv,0.03725,0.00028,0,0,0.00095,0.0773,0,0,0.47815,0.32252,0.00406,0.05313,28.0669,0.246665607,0.072313672
Flips_2__2160_30fps_i.yuv,0.01562,0.0003,0,0,0.16466,0.06448,0,0,0.47479,0.324,0.78442,0.1192,22.01984,0.240516424,0.075240855
Flips_2__2160_30fps_j.yuv,0.05615,0.00027,0,0,0.04066,0.06284,0,0,0.47921,0.32402,0.18415,0.10929,22.41126,0.242981189,0.057153344
Flips_2__2160_30fps_o.yuv,0.01562,0.00028,0,0,0.00037,0.06283,0,0,0.48365,0.32401,0.00341,0.10638,23.0316,0.243322029,0.074989013
football1_1080_23fps_p.yuv,0.02364,0.00025,0,0,0.02357,0.11873,0,0,0.4901,0.36222,0.00023,0.02191,2.98822,0.147058275,0.090481888
football2_1080_23fps_p.yuv,0.02229,0.00024,0,0,0.04787,0.19994,0,0,0.48879,0.4353,0.00013,0.02338,1.83533,0.089070033,0.111382585
football3_1080_23fps_p.yuv,0.01564,0.00024,0,0,0.07405,0.2049,0,0,0.49172,0.31871,0.00024,0.02759,6.83654,0.067498038,0.147793537
football4_1080_23fps_p.yuv,0.01625,0.00025,0,0,0.02616,0.20204,0,0,0.49013,0.48421,8.00E-05,0.08335,1.61479,0.076539661,0.159098124
football5_1080_23fps_p.yuv,0.02536,0.00025,0,0,0.0059,0.11408,0,0,0.47691,0.37699,9.00E-05,0.10069,1.67275,0.094222928,0.112313287
football6_1080_23fps_p.yuv,0.01924,0.00023,0,0,0.04186,0.2003,0,0,0.48603,0.37973,5.00E-05,0.05031,4.82791,0.051228556,0.130926301
football7_1080_23fps_p.yuv,0.01638,0.00024,0,0,0.02195,0.16982,0,0,0.49075,0.33241,8.00E-05,0.09157,3.76187,0.063124332,0.111081509
football8_1080_23fps_p.yuv,0.03119,0.00026,0,0,0.0186,0.13422,0,0,0.47221,0.34737,3.00E-05,0.04809,1.64055,0.093064263,0.047073416
Football_2160_30fps_a.yuv,0.01575,0.00027,0,0,0.01061,0.14639,0,0,0.49131,0.31427,0,0.08597,2.72867,0.101756122,0.105463508
Football_2160_30fps_c.yuv,0.02258,0.00026,0,0,0.00245,0.11056,0,0,0.50049,0.31521,0.00048,0.09149,2.87424,0.125460669,0.106198384
Football_2160_30fps_d.yuv,0.01879,0.00022,0,0,0.00151,0.1044,0,0.01422,0.48194,0.31544,0.00138,0.1093,2.49414,0.127302413,0.101978327
Football_2160_30fps_f.yuv,0.03625,0.00024,0,0,0.0028,0.10811,0,0,0.49269,0.31419,0.00102,0.07573,2.70586,0.122341581,0.104956485
Football_2160_30fps_i.yuv,0.01568,0.00028,0,0,0.24002,0.11557,0,0,0.49754,0.31575,2.15366,0.15008,2.50876,0.118098861,0.107307659
Football_2160_30fps_j.yuv,0.05624,0.00026,0,0,0.0467,0.11184,0,0,0.49729,0.31606,0.45936,0.11867,2.67438,0.125850796,0.079710772
Football_2160_30fps_o.yuv,0.01644,0.00026,0,0,0.00188,0.11158,0,0,0.49986,0.31576,0.00499,0.10712,2.75176,0.127812479,0.10709227
Hammer__2160_30fps_a.yuv,0.01563,0.00026,0,0,0.00761,0.0933,0,0,0.49162,0.36746,0,0.01523,3.0412,0.155754731,0.047553589
Hammer__2160_30fps_c.yuv,0.0179,0.00026,0,0,0.00079,0.0553,0,0,0.49813,0.37208,0.00374,0.03275,3.23166,0.223921729,0.052834239
Hammer__2160_30fps_d.yuv,0.01683,0.00026,0,0,0.00073,0.05371,0,0.05742,0.48644,0.3714,0.00116,0.05867,3.03057,0.223546159,0.049270535
Hammer__2160_30fps_f.yuv,0.08519,0.00028,0,0,0.00306,0.06414,0,0,0.49217,0.36767,0.0014,0.01471,5.06055,0.197343653,0.050201367
Hammer__2160_30fps_i.yuv,0.01562,0.00027,0,0,0.09573,0.055,0,0,0.49268,0.37165,0.32944,0.04255,3.20717,0.215351033,0.053112068
Hammer__2160_30fps_j.yuv,0.05615,0.00027,0,0,0.02441,0.05484,0,0,0.49415,0.37175,0.08922,0.03602,3.22217,0.221807777,0.041426223
Hammer__2160_30fps_o.yuv,0.01562,0.00027,0,0,0.00078,0.05508,0,0,0.49765,0.37206,0.00202,0.03299,3.29409,0.224275146,0.052992154
Hurdles_2__2160_30fps_a.yuv,0.01562,0.00027,0,0,0.0519,0.20053,0,0,0.47121,0.4023,0,0.04248,6.81459,0.067696114,0.067689044
Hurdles_2__2160_30fps_c.yuv,0.08976,0.00023,0,0,0.06775,0.15643,0,0,0.46809,0.40112,0.00106,0.01351,4.59082,0.072435185,0.063939338
Hurdles_2__2160_30fps_d.yuv,0.01743,0.00024,0,0,0.00476,0.10437,0,0.10048,0.46019,0.40254,0.00279,0.08261,5.8773,0.073711345,0.060713452
Hurdles_2__2160_30fps_f.yuv,0.03958,0.00024,0,0,0.02876,0.16374,0,0,0.46967,0.40308,0.00047,0.02089,7.60053,0.072744584,0.067198281
Hurdles_2__2160_30fps_i.yuv,0.01562,0.00028,0,0,0.2936,0.11047,0,0,0.46593,0.40292,0.86054,0.08843,6.14303,0.067834141,0.068753471
Hurdles_2__2160_30fps_j.yuv,0.05615,0.00027,0,0,0.06775,0.10725,0,0,0.47162,0.40289,0.20611,0.07924,6.22883,0.072428766,0.051987767
Hurdles_2__2160_30fps_o.yuv,0.01562,0.00027,0,0,0.00532,0.10673,0,0,0.47625,0.40306,0.00502,0.07604,6.36911,0.073632014,0.068660878
Hurdles__2160_30fps_a.yuv,0.01563,0.00027,0,0,0.03947,0.14096,0,0,0.46967,0.41833,0,0.04378,6.17648,0.096226867,0.035809865
Hurdles__2160_30fps_c.yuv,0.09248,0.00027,0,0,0.02779,0.13441,0,0,0.47198,0.41663,0.00108,0.01015,7.82333,0.100458366,0.030576674
Hurdles__2160_30fps_d.yuv,0.01863,0.00024,0,0,0.00851,0.08665,0,0.01435,0.458,0.41831,0.00225,0.08482,5.5252,0.109682613,0.036632111
Hurdles__2160_30fps_f.yuv,0.07112,0.00027,0,0,0.02076,0.11662,0,0,0.46849,0.4186,0.00076,0.0267,6.66606,0.109118643,0.03445225
Hurdles__2160_30fps_i.yuv,0.01562,0.00027,0,0,0.13244,0.09001,0,0,0.46599,0.41915,0.31974,0.09158,5.72211,0.10665605,0.03793228
Hurdles__2160_30fps_j.yuv,0.05615,0.00027,0,0,0.0381,0.08935,0,0,0.4703,0.41915,0.08557,0.07815,5.74692,0.109478635,0.028401267
Hurdles__2160_30fps_o.yuv,0.01562,0.00027,0,0,0.00893,0.09003,0,0,0.47489,0.41933,0.00381,0.07393,5.83689,0.110192238,0.037867685
Jockey_2160_30fps_a.yuv,0.01606,0.00026,0,0,0.0093,0.16904,0,0,0.48009,0.33939,0,0.06063,8.2266,0.053561335,0.114982635
Jockey_2160_30fps_c.yuv,0.0398,0.00024,0,0,0.01259,0.18546,0,0,0.49066,0.33769,0.00051,0.0241,12.03595,0.054691691,0.11349773
Jockey_2160_30fps_d.yuv,0.01784,0.00027,0,0,0.00063,0.04597,0,0.05298,0.47802,0.33937,0.00515,0.08953,8.66197,0.058310851,0.10345104
Jockey_2160_30fps_f.yuv,0.05698,0.00019,0,5.00E-05,0.03312,0.15386,0,0,0.48363,0.33692,0.00175,0.02104,10.93536,0.055411771,0.112820464
Jockey_2160_30fps_i.yuv,0.01572,0.00028,0,0,0.24663,0.04952,0,0,0.47647,0.33877,2.18971,0.11535,7.31254,0.053812185,0.114631077
Jockey_2160_30fps_j.yuv,0.05735,0.00028,0,0,0.04498,0.04628,0,0,0.48379,0.33877,0.48368,0.08729,9.42193,0.057080811,0.084592223
Jockey_2160_30fps_o.yuv,0.01613,0.00028,0,0,0.00077,0.04563,0,0,0.48924,0.3386,0.01116,0.07842,9.23519,0.057679035,0.114459062
JumpRope__2160_30fps_a.yuv,0.01562,0.00027,0,0,0.00345,0.16843,0,0,0.48275,0.39276,0,0.05048,57.61558,0.134184924,0.085910823
JumpRope__2160_30fps_c.yuv,0.06644,0.00025,0,0,0.01137,0.12919,0,0,0.4884,0.38439,0.0041,0.01476,191.49072,0.132643723,0.076704102
JumpRope__2160_30fps_d.yuv,0.01719,0.00025,0,0,0.00054,0.09239,0,0.01205,0.47222,0.39379,0.00273,0.09664,62.83446,0.151316096,0.08456198
JumpRope__2160_30fps_f.yuv,0.02768,0.00027,0,0,0.00266,0.12498,0,0,0.48266,0.39272,0.00175,0.03004,78.5079,0.151670427,0.085489877
JumpRope__2160_30fps_i.yuv,0.01562,0.0003,0,0,0.24018,0.09938,0,0,0.47254,0.3938,1.29295,0.11714,67.47604,0.148572393,0.087738301
JumpRope__2160_30fps_j.yuv,0.05625,0.00027,0,0,0.05451,0.09498,0,0,0.48321,0.39387,0.29774,0.10096,67.45565,0.151105807,0.066430692
JumpRope__2160_30fps_o.yuv,0.01562,0.00027,0,0,0.00059,0.09382,0,0,0.48868,0.39384,0.00387,0.0941,68.79555,0.151653045,0.08764595
KickoffNarrowp1_1080_30fps_a.yuv,0.01563,0.00026,0,0,0.04981,0.22241,0,0,0.49932,0.12237,1.00E-05,0.02702,inf,0.028632849,0.046702557
KickoffNarrowp1_1080_30fps_c.yuv,0.07816,0.00022,0,0,0.03571,0.12788,0,0,0.5096,0.11738,3.00E-05,0.01073,inf,0.032917473,0.043144853
KickoffNarrowp1_1080_30fps_d.yuv,0.01746,0.0002,0,0,0.00291,0.06532,0,0.05742,0.5002,0.12188,0.00028,0.05443,24.25767,0.045916501,0.043720702
KickoffNarrowp1_1080_30fps_f.yuv,0.06381,0.00023,0,0,0.03971,0.1127,0,0,0.50408,0.11734,7.00E-05,0.01736,149.08924,0.03554661,0.044588002
KickoffNarrowp1_1080_30fps_i.yuv,0.01563,0.00014,0,0,0.00214,0.06948,0,0,0.48145,0.11667,0.01092,0.06532,3.41966,0.113670342,0.039888124
KickoffNarrowp1_1080_30fps_j.yuv,0.05616,0.0002,0,0,0.00356,0.07025,0,0,0.5031,0.12073,0.00247,0.05405,14.46327,0.062410309,0.033781968
KickoffNarrowp1_1080_30fps_o.yuv,0.01566,0.00023,0,0,0.00439,0.07084,0,0,0.51162,0.12235,0.00015,0.04992,19.75482,0.045031824,0.04687494
KickoffNarrowp2_1080_30fps_a.yuv,0.01566,0.00026,0,0,0.21371,0.26869,0,0,0.53298,0.16289,0,0.0307,1.46645,0.037277387,0.055955018
KickoffNarrowp2_1080_30fps_c.yuv,0.01855,0.00025,0,0,0.07335,0.15096,0,0,0.54168,0.16256,2.00E-05,0.02931,1.57876,0.049096493,0.055619807
