video,bitrate,framerate,resolution,,bitrate,framerate,resolution
2Runners__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
2Runners__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
2Runners__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
3Runners_male__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
3Runners_male__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
3Runners_male__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
3Runners_male__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
3Runners_male__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
3Runners_male__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
3Runners_male__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
bbpointp1_1080_25fps_a.yuv,2488320000,25,8294400,,0,0,#DIV/0!
bbpointp1_1080_25fps_c.yuv,2488320000,25,8294400,,0,0,#DIV/0!
bbpointp1_1080_25fps_d.yuv,2488320000,25,8294400,,0,0,#DIV/0!
bbpointp1_1080_25fps_f.yuv,2488320000,25,8294400,,0,0,#DIV/0!
bbpointp1_1080_25fps_i.yuv,2488320000,25,8294400,,0,0,#DIV/0!
bbpointp1_1080_25fps_j.yuv,2488320000,25,8294400,,0,0,#DIV/0!
bbpointp1_1080_25fps_o.yuv,2488320000,25,8294400,,0,0,#DIV/0!
bbpointp2_1080_25fps_a.yuv,2488320000,25,8294400,,0,0,#DIV/0!
bbpointp2_1080_25fps_c.yuv,2488320000,25,8294400,,0,0,#DIV/0!
bbpointp2_1080_25fps_d.yuv,2488320000,25,8294400,,0,0,#DIV/0!
bbpointp2_1080_25fps_f.yuv,2488320000,25,8294400,,0,0,#DIV/0!
bbpointp2_1080_25fps_i.yuv,2488320000,25,8294400,,0,0,#DIV/0!
bbpointp2_1080_25fps_j.yuv,2488320000,25,8294400,,0,0,#DIV/0!
bbpointp2_1080_25fps_o.yuv,2488320000,25,8294400,,0,0,#DIV/0!
crowdgreenp1_1080_25fps_a.yuv,2488320000,25,8294400,,0,0,#DIV/0!
crowdgreenp1_1080_25fps_c.yuv,2488320000,25,8294400,,0,0,#DIV/0!
crowdgreenp1_1080_25fps_d.yuv,2488320000,25,8294400,,0,0,#DIV/0!
crowdgreenp1_1080_25fps_f.yuv,2488320000,25,8294400,,0,0,#DIV/0!
crowdgreenp1_1080_25fps_i.yuv,2488320000,25,8294400,,0,0,#DIV/0!
crowdgreenp1_1080_25fps_j.yuv,2488320000,25,8294400,,0,0,#DIV/0!
crowdgreenp1_1080_25fps_o.yuv,2488320000,25,8294400,,0,0,#DIV/0!
crowdgreenp2_1080_25fps_a.yuv,2488320000,25,8294400,,0,0,#DIV/0!
crowdgreenp2_1080_25fps_c.yuv,2488320000,25,8294400,,0,0,#DIV/0!
crowdgreenp2_1080_25fps_d.yuv,2488320000,25,8294400,,0,0,#DIV/0!
crowdgreenp2_1080_25fps_f.yuv,2488320000,25,8294400,,0,0,#DIV/0!
crowdgreenp2_1080_25fps_i.yuv,2488320000,25,8294400,,0,0,#DIV/0!
crowdgreenp2_1080_25fps_j.yuv,2488320000,25,8294400,,0,0,#DIV/0!
crowdgreenp2_1080_25fps_o.yuv,2488320000,25,8294400,,0,0,#DIV/0!
csrc11_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
csrc11_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
csrc11_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
csrc11_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
csrc11_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
csrc11_1080_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
csrc11_1080_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Discus_1__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Discus_1__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Discus_1__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Discus_1__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Discus_1__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Discus_1__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Discus_1__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Discus_male__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Discus_male__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Discus_male__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Discus_male__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Discus_male__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Discus_male__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Discus_male__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Flips_2__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Flips_2__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Flips_2__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Flips_2__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Flips_2__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Flips_2__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Flips_2__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Football_2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Football_2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Football_2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Football_2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Football_2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Football_2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Football_2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hammer__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hammer__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hammer__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hammer__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hammer__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hammer__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hammer__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hurdles_2__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hurdles_2__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hurdles_2__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hurdles_2__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hurdles_2__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hurdles_2__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hurdles_2__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hurdles__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hurdles__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hurdles__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hurdles__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hurdles__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hurdles__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Hurdles__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Jockey_2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Jockey_2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Jockey_2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Jockey_2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Jockey_2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Jockey_2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Jockey_2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
JumpRope__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
JumpRope__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
JumpRope__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
JumpRope__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
JumpRope__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
JumpRope__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
JumpRope__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
JumpRope_2__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
JumpRope_2__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
JumpRope_2__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
JumpRope_2__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
JumpRope_2__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
JumpRope_2__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
JumpRope_2__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
KickoffNarrowp1_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
KickoffNarrowp1_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
KickoffNarrowp1_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
KickoffNarrowp1_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
KickoffNarrowp1_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
KickoffNarrowp1_1080_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
KickoffNarrowp1_1080_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
KickoffNarrowp2_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
KickoffNarrowp2_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
KickoffNarrowp2_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
KickoffNarrowp2_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
KickoffNarrowp2_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
KickoffNarrowp2_1080_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
KickoffNarrowp2_1080_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Kickoffp1_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Kickoffp1_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Kickoffp1_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Kickoffp1_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Kickoffp1_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Kickoffp1_1080_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Kickoffp1_1080_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Kickoffp2_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Kickoffp2_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Kickoffp2_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Kickoffp2_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Kickoffp2_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Kickoffp2_1080_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Kickoffp2_1080_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump1p2__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump1p2__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump1p2__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump1p2__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump1p2__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump1p2__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump1p2__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump1__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump1__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump1__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump1__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump1__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump1__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump1__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump2p2__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump2p2__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump2p2__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump2p2__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump2p2__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump2p2__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump2p2__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump2__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump2__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump2__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump2__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump2__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump2__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump2__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump3p1__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump3p1__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump3p1__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump3p1__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump3p1__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump3p1__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump3p1__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump3p2__2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump3p2__2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump3p2__2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump3p2__2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump3p2__2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump3p2__2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
LongJump3p2__2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
MCML03basketball_2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
MCML03basketball_2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
MCML03basketball_2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
MCML03basketball_2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
MCML03basketball_2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
MCML03basketball_2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
MCML03basketball_2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
netflixcrowdrun_1080_25fps_a.yuv,2488320000,25,8294400,,0,0,#DIV/0!
netflixcrowdrun_1080_25fps_c.yuv,2488320000,25,8294400,,0,0,#DIV/0!
netflixcrowdrun_1080_25fps_d.yuv,2488320000,25,8294400,,0,0,#DIV/0!
netflixcrowdrun_1080_25fps_f.yuv,2488320000,25,8294400,,0,0,#DIV/0!
netflixcrowdrun_1080_25fps_i.yuv,2488320000,25,8294400,,0,0,#DIV/0!
netflixcrowdrun_1080_25fps_j.yuv,2488320000,25,8294400,,0,0,#DIV/0!
netflixcrowdrun_1080_25fps_o.yuv,2488320000,25,8294400,,0,0,#DIV/0!
ntbasketballp1_1080_25fps_a.yuv,2488320000,25,8294400,,0,0,#DIV/0!
ntbasketballp1_1080_25fps_c.yuv,2488320000,25,8294400,,0,0,#DIV/0!
ntbasketballp1_1080_25fps_d.yuv,2488320000,25,8294400,,0,0,#DIV/0!
ntbasketballp1_1080_25fps_f.yuv,2488320000,25,8294400,,0,0,#DIV/0!
ntbasketballp1_1080_25fps_i.yuv,2488320000,25,8294400,,0,0,#DIV/0!
ntbasketballp1_1080_25fps_j.yuv,2488320000,25,8294400,,0,0,#DIV/0!
ntbasketballp1_1080_25fps_o.yuv,2488320000,25,8294400,,0,0,#DIV/0!
ntbasketballp2_1080_25fps_a.yuv,2488320000,25,8294400,,0,0,#DIV/0!
ntbasketballp2_1080_25fps_c.yuv,2488320000,25,8294400,,0,0,#DIV/0!
ntbasketballp2_1080_25fps_d.yuv,2488320000,25,8294400,,0,0,#DIV/0!
ntbasketballp2_1080_25fps_f.yuv,2488320000,25,8294400,,0,0,#DIV/0!
ntbasketballp2_1080_25fps_i.yuv,2488320000,25,8294400,,0,0,#DIV/0!
ntbasketballp2_1080_25fps_j.yuv,2488320000,25,8294400,,0,0,#DIV/0!
ntbasketballp2_1080_25fps_o.yuv,2488320000,25,8294400,,0,0,#DIV/0!
QuarterBackSneakp1_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
QuarterBackSneakp1_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
QuarterBackSneakp1_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
QuarterBackSneakp1_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
QuarterBackSneakp1_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
QuarterBackSneakp1_1080_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
QuarterBackSneakp1_1080_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
QuarterBackSneakp2_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
QuarterBackSneakp2_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
QuarterBackSneakp2_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
QuarterBackSneakp2_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
QuarterBackSneakp2_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
QuarterBackSneakp2_1080_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
QuarterBackSneakp2_1080_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Runners_2160_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Runners_2160_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Runners_2160_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Runners_2160_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Runners_2160_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Runners_2160_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Runners_2160_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
skateboarding_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
skateboarding_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
skateboarding_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
skateboarding_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
skateboarding_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
skateboarding_1080_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
skateboarding_1080_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Soccer_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Soccer_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Soccer_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Soccer_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Soccer_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Soccer_1080_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
Soccer_1080_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
src05_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
src05_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
src05_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
src05_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
src05_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
src05_1080_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
src05_1080_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
src09_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
src09_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
src09_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
src09_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
src09_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
src09_1080_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
src09_1080_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownDayp1_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownDayp1_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownDayp1_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownDayp1_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownDayp1_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownDayp1_1080_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownDayp1_1080_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownDayp2_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownDayp2_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownDayp2_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownDayp2_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownDayp2_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownDayp2_1080_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownDayp2_1080_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownPassp1_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownPassp1_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownPassp1_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownPassp1_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownPassp1_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownPassp1_1080_30fps_j.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownPassp1_1080_30fps_o.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownPassp2_1080_30fps_a.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownPassp2_1080_30fps_c.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownPassp2_1080_30fps_d.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownPassp2_1080_30fps_f.yuv,2985984000,30,8294400,,1,1,#DIV/0!
TouchdownPassp2_1080_30fps_i.yuv,2985984000,30,8294400,,1,1,#DIV/0!
