video,avg_blockiness,max_blockiness,min_blockiness,avg_blur,max_blur,min_blur,avg_color1,max_color1,min_color1,avg_color2,max_color2,min_color2,avg_color3,max_color3,min_color3,avg_color4,max_color4,min_color4,avg_color5,max_color5,min_color5,avg_color6,max_color6,min_color6,avg_color7,max_color7,min_color7,avg_color8,max_color8,min_color8,avg_noise,max_noise,min_noise,avg_brisque,max_brisque,min_brisque,avg_flicker,mos
A011.mp4,0.15247037,0.431111111,0,0.944392324,1,0.839545753,79.68724258,88.13388841,67.22554205,63.66520205,70.49448989,53.65785618,60.48929752,62.754729,55.89352006,84.03054491,87.36004315,77.63975975,121.0908394,129.9492742,109.9586318,72.31718834,74.2202936,70.39105125,46.27577438,64.60958642,30.68934319,83.86083057,86.63624447,82.17549908,0.655019086,0.72678847,0.507761888,0.491876045,0.609974797,0.43259144,0.034544429,87.2287
A012.mp4,0.476288889,0.99,0,0.625306622,1,0.256889031,96.61763652,103.5439535,80.15710841,42.00158067,49.88951855,38.32944107,8.482105185,39.62046133,-30.75474298,55.20325751,62.885452,50.07017116,115.8546012,143.1585402,89.51678048,57.92730218,63.78949946,53.36076479,48.5071109,59.7047699,31.77002183,75.28222366,80.40429467,70.53656494,0.958250304,1,0.798679284,0.397947372,0.629161651,0.223435661,0.014409333,47.7826
A013.mp4,0.000428202,0.061111111,0,0.342581422,0.372784373,0.30688004,159.9849981,163.2699995,157.3734746,88.03297742,88.69127628,86.84168228,-57.33000119,-54.03853551,-60.66782066,97.4454045,97.95098115,96.75355664,64.68785675,66.17408468,63.21939622,50.25015485,52.1774296,48.72789536,64.88486822,66.61230589,63.36837144,83.08826587,84.72619989,81.64264807,1,1,1,0.557430855,0.593812348,0.510705749,0.095454694,83.4083
A014.mp4,0.905492593,0.998888889,0.778888889,0.604808269,0.725011356,0.489373306,181.5362151,201.6496398,154.488139,74.65094681,92.33984335,56.8600658,-75.800839,-61.48705241,-87.20648053,98.89530676,109.8326743,81.98762935,46.05636083,67.00825762,28.61560233,56.81346488,70.48227065,41.54783303,71.40817307,81.38892982,57.18102308,90.75133136,100.7942877,75.65111471,0.918306643,1,0.785502273,0.613229993,0.777037578,0.41458388,0.047955325,69.9652
A015.mp4,0.739914815,0.837777778,0.661111111,0.826971634,1,0.623316675,78.98916803,87.2591141,70.65102623,53.30614038,59.97045538,42.95657176,62.72601022,66.31535085,48.0666427,80.85521027,84.35864944,65.2873192,137.0226458,152.6530054,123.2540119,71.50271383,80.05482427,65.32890398,-34.62814384,14.64851501,-48.27429282,81.99033846,89.59941641,77.4628916,0.835536505,0.954964001,0.788231602,0.489757448,0.540809892,0.44025619,0.06348595,78.3957
A016.mp4,0.921672241,0.998888889,0.465555556,0.262369072,0.625096069,0.013090415,127.6746143,184.0859226,76.91528212,43.47907361,59.9203892,20.18365347,-15.39273005,41.98632558,-69.31183647,62.24304784,86.81789944,27.76352896,56.73773838,96.63577643,12.99240934,40.07385705,62.02487194,6.571735201,49.33877522,72.91584572,8.383548525,66.53743545,92.78967265,11.68584499,1,1,1,0.493349715,0.621966799,0.43152152,0.044128819,37.8421
A017.mp4,0.847028424,0.998888889,0.777777778,0.365325457,0.609331684,0.24416303,32.44180095,40.13015963,27.14865644,15.1571397,21.76984916,12.7281276,4.327692117,21.99899815,-7.610301304,20.36289515,32.13039682,16.38930489,150.2841442,156.3830416,144.622445,42.99078046,50.01972899,38.24639874,-18.79245419,25.2721945,-47.61546111,48.53760429,64.29091665,43.65074961,1,1,1,0.584781965,0.639024807,0.48533962,0.0869608,65.4778
A018.mp4,0.770688889,0.984444444,0.388888889,0.894796906,1,0.719067386,56.79256621,63.80494743,50.31121238,37.80194359,49.35431728,31.22319372,35.47100481,49.26091393,26.41087248,51.6552812,65.92955666,43.46692331,146.1151312,154.1921084,137.9802797,54.13509566,56.27580062,50.74510725,-25.22128723,17.18752791,-36.79804536,66.67367024,69.52351148,64.11517785,0.94274383,1,0.748234477,0.469083123,0.57115113,0.411033529,0.005085883,76.0205
A019.mp4,0.518851975,0.984444444,0,0.787534274,1,0.100029096,50.51686962,65.95854504,36.26267313,33.23576908,59.55185535,18.76465555,38.37799772,69.75388515,17.48999753,53.19704065,89.89347933,26.82039712,104.813072,132.3297541,74.22463204,63.53119444,86.03585814,47.98034932,53.01813184,64.16385857,38.76712322,79.19635347,97.58595714,63.19145427,0.918869264,1,0.770264261,0.446335671,0.688133545,0.20489955,0.011295817,70.843
A020.mp4,0.651559259,0.737777778,0.388888889,0.999484546,1,0.975998058,83.62262482,85.99525174,80.01521943,63.17901149,64.82659842,62.24626772,64.8901527,66.0346686,63.6520286,85.8004938,87.10498294,84.74795581,134.5158216,138.4959192,132.7261892,78.40907477,79.48216132,77.36190418,-41.41214412,-37.84782092,-47.63848643,88.21800259,89.3493879,87.5262301,0.572270386,0.585036059,0.546621898,0.510580523,0.531119971,0.482109953,0.054506679,77.7258
A021.mp4,0.912612412,0.967777778,0.817777778,0.207272556,0.419170686,0.129264377,40.54071932,58.43678096,30.43274595,39.7882044,59.24749138,28.09204972,50.97263454,65.25915588,39.45555466,65.08979039,80.94223279,51.47912561,138.5460488,154.4323606,119.98572,28.5934891,37.43876082,22.63185859,-34.75954752,-28.19952347,-38.82453443,46.70623525,51.85628629,39.12522209,1,1,1,0.674311676,0.815905616,0.517195282,0.088638513,37.6011
A022.mp4,0.209933555,0.914444444,0,0.321287031,0.584828478,0.117966223,74.93977885,109.5308632,53.97744165,37.95110959,50.46452091,29.93001991,28.57014223,43.79782192,-20.07183079,54.92139532,68.75665068,39.10194352,106.8146825,136.2125203,86.64957417,52.9205159,62.58240361,44.57028358,42.26613079,55.45507012,-28.68622837,70.51493196,77.8613842,61.04175608,0.999948941,1,0.991561365,0.482173151,0.632413871,0.32557733,0.003673715,38.674
A023.mp4,0.843537037,0.998888889,0.67,0.644090028,0.937810957,0.362587734,45.91125738,58.46284915,38.45457128,28.15138119,40.93446271,18.23836136,28.83252587,44.99443369,18.66541964,42.50781684,60.59657329,29.5824444,92.94339361,103.6297651,79.80197483,68.24134621,74.16377176,57.05795703,61.62504807,69.03360881,54.20123893,83.84855914,90.94694382,77.91124632,0.835232176,0.907124319,0.759598387,0.532589057,0.59858975,0.454773463,0.03203138,69.0588
A024.mp4,0.739488889,0.918888889,0.388888889,0.92614519,1,0.718560354,70.59362901,93.89919464,49.66154659,53.82833563,64.73492269,41.65098224,54.89241871,64.71685902,45.43806777,73.73187108,84.65857873,62.61889762,108.3241954,126.0526543,83.99302083,67.93171224,80.29793157,44.21779958,58.91692214,64.14511322,46.3349441,82.62675049,90.96840702,63.38815333,0.813749759,1,0.557971073,0.577869052,0.7021737,0.468393508,0.031091457,71.962
A025.mp4,0.605848148,0.997777778,0,0.523615913,0.790182672,0.224403752,36.45872673,50.48312355,29.33975839,28.01809151,38.98443165,21.27143469,27.64794224,33.79386264,19.96721577,38.63270848,46.73456942,30.03510326,149.0234996,158.2095607,125.0572598,55.31053282,58.65530062,50.64918955,-17.9913098,45.74274977,-37.55850696,62.7051922,70.15240832,58.16251884,1,1,1,0.436594746,0.518117703,0.386919442,0.027418328,42.0856
A026.mp4,0.862977778,0.928888889,0.737777778,0.574019851,0.701033128,0.513514089,91.55712038,95.02911892,84.07679784,32.76078583,37.08650303,28.38888571,20.98828993,25.07705637,13.72398695,51.09375023,55.24982562,46.94985185,100.1995607,111.8308449,98.0779239,35.65602765,44.48897532,32.36971368,24.68357113,44.23630769,10.78620662,51.38673099,66.36100134,45.91647285,0.892273677,0.930176995,0.850702247,0.530823414,0.654611974,0.506438851,0.022958685,74.5397
A027.mp4,0.75647037,0.998888889,0.124444444,0.465253926,0.870992929,0.168944984,87.32257163,102.9561945,75.93225694,41.89045574,47.07400369,36.53247532,-24.3548969,19.25257531,-35.26082762,53.44722102,59.29665728,48.38320215,99.09935451,110.0981385,87.24982542,40.09169108,50.71273431,31.72535123,41.03968684,56.46771486,25.12411265,61.58622904,74.65258604,49.82532709,1,1,1,0.547863965,0.627376812,0.431748846,0.002085352,56.3388
A028.mp4,0.921999257,0.968888889,0.815555556,0.527917207,1,0.120898308,125.4062554,148.3244927,96.80907938,39.12091476,59.72400792,20.86288878,-35.85336694,-5.356887002,-59.86178061,53.01179293,73.57227632,32.6029484,103.5435411,121.3972184,95.46803337,31.86395374,48.57481962,21.00593058,-31.63297063,-17.69637821,-45.51225699,44.78270554,60.39398494,32.56919291,1,1,1,0.700555251,0.892193061,0.496533381,0.035416377,41.5304
A029.mp4,0.773051852,0.876666667,0.618888889,0.999806502,1,0.974106321,52.97430733,69.1698751,42.48115693,46.12051595,49.24012178,41.11707103,37.04822554,45.98409632,21.67078369,55.68264993,61.68989663,52.25475923,168.1603537,179.0370756,153.9950535,58.69590602,63.92911607,52.69150473,-49.65429745,-43.20829157,-55.94281062,68.27378755,72.36412113,63.58964792,0.929263363,0.966993472,0.897063348,0.446157167,0.485038336,0.413936645,0.004031037,75.3861
A030.mp4,0.561506091,0.764444444,0.358888889,0.702863441,0.803387002,0.581311213,65.67285329,73.29427662,58.01495949,73.89031625,78.59575985,70.35306453,86.64115966,91.34756476,82.15868518,107.4767064,111.8991127,103.0274641,113.7931364,138.3847801,104.6105503,80.01546452,83.30528679,77.80288323,65.40386016,69.89226661,53.39510712,91.98890314,94.38871676,88.31377274,0.883657697,1,0.838763358,0.477244437,0.628391209,0.340629716,0.023443766,81.5278
A031.mp4,0.350148148,0.522222222,0.148888889,0.995711214,1,0.849757422,70.40630376,74.30841628,66.10974826,62.60445007,66.26714161,52.08471117,66.57172857,70.88546854,47.59040471,86.22626846,90.47516382,67.11814838,127.6684127,139.4881453,121.139077,75.03814099,78.25935838,73.54882282,-18.91940962,41.6570126,-44.93359267,83.88027822,88.06155778,81.97168531,0.614944994,0.956556356,0.502105604,0.573305315,0.630786699,0.376655097,0.015949901,62.1042
A032.mp4,0.864503704,0.995555556,0.712222222,0.926611195,1,0.521771391,76.3989514,102.8711613,45.52767072,40.16464215,50.19582994,27.83084568,35.32072775,46.08724429,21.54190419,55.93840031,68.83144111,39.05343454,133.7375219,150.6703786,116.8598201,53.08526262,60.86972352,46.6871102,18.37686253,43.45326456,-32.7064645,65.98002269,72.07939332,58.72023209,0.910396383,1,0.722572369,0.526229409,0.816488129,0.35733362,0.002965217,74.3189
A033.mp4,0,0,0,0.343850061,0.376238073,0.311861663,214.1879172,217.2854524,202.3261179,36.78116913,47.46678304,31.54178877,-48.94887257,-40.0065926,-62.1911306,66.71429988,82.22704904,55.42379287,106.0694671,109.8123245,103.4683955,75.8199385,76.87995385,74.08447261,59.92169382,62.26121175,55.29035937,90.77378373,92.06428178,88.86838826,1,1,1,0.422494763,0.471897148,0.400632003,0.08034441,71.7097
A034.mp4,0.662971576,0.918888889,0.324444444,0.465016606,0.626106734,0.337809247,98.78443633,115.5481872,78.05231771,65.28116932,78.03610992,48.90887243,54.25164985,66.62068632,33.8790174,80.9874864,91.28385315,62.28068427,149.0649675,162.6600231,138.0026071,51.17806965,58.18791697,45.08107535,-23.70828,29.78203141,-47.04219845,65.09041895,76.23950192,57.58137655,0.999914704,1,0.974325795,0.457447406,0.634437372,0.293152966,0.017118717,80.4271
A035.mp4,0.35590993,0.717777778,0.215555556,0.472787059,0.938008593,0.358198988,62.27795555,94.59466725,55.83599682,54.54057464,63.34923539,46.39168836,54.71069035,57.54639361,44.88967196,72.1747454,81.74081332,65.30040537,109.6168336,122.0054967,65.28211757,71.59323384,76.73456922,46.70429155,53.56757474,80.59607069,39.33996268,86.33194302,100.542858,64.86296201,0.998976673,1,0.978184356,0.453819142,0.580806358,0.395069875,0.03682112,85.0968
A036.mp4,0.56557037,0.992222222,0,0.777168059,0.957869138,0.420082757,169.520592,211.4789752,157.076439,85.17587352,89.43599421,58.0455946,-79.15803512,-74.30250912,-88.00327556,102.5228202,107.6160987,99.8072112,106.975331,128.9543162,65.70752074,72.72061118,80.48319842,65.94332262,51.88784906,77.24649719,36.78269674,86.32640677,96.5853474,81.46771221,0.998647489,1,0.973777005,0.44133709,0.606962975,0.334518105,0.040353177,46.6608
A037.mp4,0.920376523,0.998888889,0.78,0.610475768,0.959995162,0.327588283,53.56247326,75.03178144,36.28207899,31.36397368,38.8155642,23.38237998,26.05650914,33.81773726,18.75820486,42.99164249,55.63061472,31.45148975,142.3888277,163.7192163,117.7489545,62.24925744,66.84620637,57.47991826,-12.60437744,48.40266059,-58.57171242,75.77303446,81.09501519,69.07767842,0.908513859,1,0.795974946,0.444449366,0.514730926,0.377384439,0.089255024,77.5858
A038.mp4,0.600292593,0.994444444,0.124444444,0.250054711,0.376882495,0.098151543,127.9022135,146.3952633,104.5964376,42.93547446,50.2673357,36.84206208,-14.72982,25.27325931,-34.1368443,57.23212809,64.89819156,48.92976402,78.19087596,83.51998119,69.62701389,48.26309211,55.42261204,41.75562025,48.25823025,60.75582239,36.17875777,67.55254402,79.78385144,56.51647549,1,1,1,0.60545542,0.678645456,0.465190391,0.085321512,51.9195
A039.mp4,0.57589372,0.986666667,0,0.988938211,1,0.640727042,141.9274697,154.5680691,121.780094,72.20965546,80.31487488,60.27481327,-36.65947644,43.66170627,-53.01462243,85.65440798,91.18770603,76.82742089,93.77602158,109.1341213,58.58511044,92.63918043,101.8310077,76.07627605,80.70848034,93.75343292,63.43707798,107.6516946,113.0224279,96.69476961,0.927888095,0.987575116,0.844552062,0.455209064,0.969637244,0.018369709,0.067851418,53.006
A040.mp4,0.869678848,0.997777778,0.286666667,0.220386452,0.407292946,0.094525615,66.60403043,87.71197483,54.17582031,22.91951123,38.31317154,16.58204868,-16.99656016,6.421824169,-36.49439505,30.91596312,49.5591486,22.44916178,147.101622,168.8406014,121.863301,34.42061779,49.25383256,17.17557005,-11.99763088,48.82660214,-33.9672921,50.03544465,70.76926765,24.43552825,1,1,1,0.557346186,0.709198816,0.375031799,0.001704838,50.3763
A041.mp4,0.833744444,0.997777778,0.554444444,0.464431305,0.723491994,0.268864173,23.70324395,30.43028791,15.65844184,20.2813587,26.72968106,14.65301411,20.66136734,26.84526475,14.8915104,28.39452612,38.8996898,20.31500887,133.7960827,160.3975651,100.5491199,42.3697098,53.03675708,31.88219336,43.67893719,60.27067487,14.66973893,59.43373984,75.18420146,41.14960331,0.989545557,1,0.924912626,0.486430939,0.71095156,0.267896668,0.020440286,35.1412
A042.mp4,0.928091547,0.974444444,0.882222222,1,1,1,11.71234855,13.25993007,10.14089217,10.88954785,12.81541589,9.412695077,17.29043624,19.89394717,14.4205302,26.25146814,29.43480497,21.82138621,135.1122863,137.0627474,133.1173399,48.89066296,50.1827806,47.11060145,21.69663383,30.92283915,8.401766784,59.02459392,61.79291079,56.49548868,0.424803237,0.447481667,0.405171496,0.434800163,0.491702056,0.392283091,0.005791928,76.8312
A043.mp4,0.844429679,0.998888889,0.388888889,0.127379274,0.247362725,0.019842037,70.72088904,96.13260031,47.75474633,31.07379908,44.94788129,21.65652934,-7.492194075,28.02829055,-39.42334406,42.7910871,54.41959092,30.59115191,63.94214324,121.8444671,34.1368369,49.40963139,81.47597027,15.79334902,64.33092537,87.68032586,21.12342276,83.04179268,106.4411916,32.71202387,1,1,1,0.53521445,0.641728547,0.479718151,0.00814798,38.1554
A044.mp4,0.320225175,0.705555556,0.017777778,0.620677219,0.86235333,0.389645729,43.13809681,48.87792872,39.27418258,28.00955434,34.02584684,20.35776134,37.40575277,42.62292226,27.45545824,48.44388057,53.85183156,37.30108339,160.9427147,168.3438532,153.1726553,52.18939999,56.26877491,44.62024845,-45.05526734,-35.31854445,-49.87053216,68.37465372,72.14958971,58.53505509,0.998810026,1,0.948930872,0.603895983,0.65615599,0.499507813,0.039936908,53.4333
A045.mp4,0.875574074,0.996666667,0.776666667,0.515600928,0.597158249,0.457782277,95.50587563,108.298819,82.79481481,56.76045789,60.96609283,50.96146311,51.34810423,54.33516183,47.19316765,75.70813009,78.30003434,69.64181413,137.9563708,150.7702021,122.7782007,71.9281996,75.6067281,63.44369525,39.7522953,63.47197577,-13.37443167,81.63312177,88.61072398,71.54090449,0.729059429,0.822212682,0.679825872,0.532783883,0.625649635,0.462226411,0.035297518,81.9773
A046.mp4,0.774001477,0.983333333,0.632222222,0.733219336,0.952306059,0.518601705,36.123071,43.65361642,29.72640625,34.92786585,41.49828846,27.33493731,44.09589353,54.72900454,35.00132399,59.20354663,72.64934789,48.62658314,128.6977709,139.201183,114.4115258,68.8846358,73.18330985,57.09608598,50.95190829,58.79590311,37.55281731,80.49839114,85.2139751,73.03774341,0.665431549,0.955718704,0.42555654,0.687982139,1.058296917,0.175261071,0.042097461,69.1902
A047.mp4,0.839084533,0.998888889,0.777777778,0.271694665,0.575417616,0.153498125,34.34350081,42.25176649,21.75606771,18.82815424,27.91377075,14.97907848,14.12460623,29.90089728,7.84620466,23.15732195,37.35264321,20.03141012,153.3567768,160.521086,136.0165128,28.47704738,52.93652043,20.25804881,-22.31281215,14.34303296,-42.79732527,37.21320135,65.60360689,26.85421084,0.999996831,1,0.999237301,0.597174291,0.711584612,0.483961325,0.07667243,58.4895
A048.mp4,0.890603704,0.996666667,0.491111111,0.570893809,0.805963975,0.187248049,92.84920352,107.6746692,78.70996769,59.65352296,64.9764826,50.49045622,31.71416734,54.22975994,-27.58641506,68.04061058,72.6673745,59.13381162,105.3436956,140.4761097,88.68494406,73.19633147,78.11135459,58.89866997,55.79147011,70.01147834,-33.94352359,87.16599058,93.23222098,69.92119253,0.995564299,1,0.930940563,0.476108345,0.643858535,0.295555726,0.012023795,72.3462
A049.mp4,0.893144444,0.993333333,0.781111111,0.409158231,0.596637488,0.158183427,65.6303125,82.70389612,53.48061825,37.56983117,45.03508076,24.73324552,30.51726055,39.37998443,-11.31498761,49.78630241,57.76996855,30.91062082,161.347034,212.4819589,123.2367207,60.20707607,68.27332306,24.10180604,-33.1738778,49.84027181,-69.2527948,73.47664843,86.89770519,47.20406969,0.828235099,1,0.624727595,0.663122071,0.754686677,0.425797688,0.005717804,72.2176
A050.mp4,0.727666667,0.998888889,0,0.391716455,0.863613663,0.150839545,115.2533563,133.4269155,100.9553588,53.0608396,62.08095844,46.47240006,10.1694743,50.55344813,-35.46782797,66.31587883,77.02749568,58.75639744,110.1751037,123.9907605,93.72181279,61.0610015,69.75047526,54.46641429,37.49284995,56.48275821,14.79474958,74.83295407,85.21844352,68.65214513,0.999911659,1,0.987307436,0.519500897,0.630599383,0.348415668,0.02129868,48.0519
A051.mp4,0.921603704,0.955555556,0.875555556,0.485606641,0.895502555,0.221366152,35.96919509,42.94969859,25.61166426,17.3233436,20.57323364,15.41928093,16.85625155,21.17769268,10.94495435,28.38007486,33.82880349,22.94252748,173.9643984,191.9855917,160.8871436,40.67102535,49.90239222,35.9651971,-34.41918087,-24.51623123,-54.91852294,56.24032417,69.90901848,49.00436809,0.973449544,1,0.845922213,0.487139364,0.58272573,0.429043957,0.030684077,80.2807
A052.mp4,0.773958333,0.99875,0.625,0.421853561,0.638804268,0.222737784,228.994452,248.482772,189.4275545,43.83606325,67.76119945,26.23105719,-55.03150499,-45.33634376,-69.66168002,73.23026467,87.59339387,63.03107068,127.852939,147.1863493,111.0826606,48.29956628,53.70677924,44.11630461,43.92355004,48.10389057,38.1533084,62.59954124,68.42975492,57.10433455,0.988474241,1,0.936327536,0.676355881,0.952822854,0.30291768,0.064444271,44.8256
A053.mp4,0.639156977,0.72125,0.49625,0.923007938,1,0.723737776,74.36927294,77.51863619,69.7895462,37.32282025,38.63149567,35.55915707,28.89905054,31.40438944,25.42545388,54.15168982,55.79018206,51.80343598,132.2017131,137.4281477,126.085231,68.97563755,70.08968321,67.25698496,43.23422926,47.62547748,33.79222682,79.49974191,80.33277391,78.31415937,0.778169653,0.927118016,0.694281143,0.51586799,0.597717057,0.494264143,0.016949058,67.0884
A054.mp4,0.858025,0.96375,0.76125,0.699617734,0.765773552,0.613711031,36.55711585,47.51746576,28.48721402,28.80462123,34.2186011,24.0918497,37.1128024,41.52205601,32.41712835,52.96519373,58.67504859,46.95246551,88.41723374,95.30338976,81.03176987,71.40341699,74.68729178,67.31872894,78.47569924,81.60834502,75.46926267,97.86495448,100.850752,94.93705109,0.875503139,0.905223336,0.78954394,0.634924181,0.685519104,0.571423412,0.025759073,76.1667
A055.mp4,0.776705426,0.85125,0.6975,0.484835381,0.760314188,0.220115686,72.79891431,87.51693528,65.52087722,47.00267579,54.76065519,38.8234439,30.25626964,44.08489485,10.41616526,54.72905402,62.4384678,46.37094847,139.6018115,153.2965461,127.8185349,60.43780306,71.01739216,54.7195189,19.55897942,52.75595064,-39.72808528,69.24297093,83.76401336,62.32294377,0.987437784,1,0.944051873,0.458798353,0.543507676,0.323226156,0.070618213,53.8092
A056.mp4,0.768183333,0.8775,0.68625,0.468412694,0.697097648,0.228212537,47.75041047,54.31011671,40.03533372,36.48465651,42.34673789,25.23987361,32.47851567,39.19690464,21.41381739,47.41337706,57.07732799,34.56523368,129.527151,168.0569927,96.05890963,57.6609678,68.94037366,49.03884948,31.51278245,69.93225045,-38.11199633,71.31541296,87.27627544,60.2152811,0.91980198,1,0.688394075,0.648957608,0.823840451,0.51418993,0.058457529,52.3594
A057.mp4,0.764933333,0.89125,0.64875,0.200283047,0.295849199,0.099785928,163.918733,170.1220091,160.4278858,51.89781001,55.21836027,49.5309094,-57.47155757,-54.70966944,-59.44731569,76.22064891,78.09496316,73.52314735,157.423455,169.852555,141.0129316,81.34963608,82.80821286,78.70776267,-23.02884524,45.02605791,-57.99168404,88.02140375,89.35147695,86.66154147,1,1,1,0.435369792,0.503678026,0.379311857,0.002335776,66.4892
A058.mp4,0.833791946,0.9975,0.625,0.220966912,0.499877746,0.085759439,87.21949859,105.5324103,67.99809606,41.29855586,45.5640799,35.5583167,21.03114366,39.03761102,-16.9690461,51.04751873,56.29697532,45.25486502,100.6836,125.8898172,85.87121046,47.81037754,62.4227328,33.2610081,46.24040106,59.60447222,28.33458639,66.56380555,82.28966236,47.23803615,1,1,1,0.491460852,0.558815702,0.344918107,0.006723613,57
A059.mp4,0.886904167,0.99875,0.32625,0.969241116,1,0.596573996,83.03082162,95.03648486,74.06658179,50.67705785,54.7875794,44.6862583,43.713142,47.57870783,37.31214197,66.81766246,71.73828498,58.18249369,140.0801701,149.8135629,132.8444777,66.89056012,70.39277637,61.26658712,37.38552106,45.9113135,19.45047543,78.92288134,82.66086159,72.92707883,0.769715208,1,0.569205731,0.497715741,0.669638771,0.279888593,0.005688965,74.2873
