video,avg_blockiness,max_blockiness,min_blockiness,avg_blur,max_blur,min_blur,avg_contrast,max_contrast,min_contrast,avg_color,max_color,min_color,avg_ltp,max_ltp,min_ltp,avg_noise,max_noise,min_noise,avg_brisque,max_brisque,min_brisque,avg_flickering_agh,avg_blockiness_agh,avg_letterBox_agh,avg_pillarBox_agh,avg_blockloss_agh,avg_blur_agh,avg_blackout_agh,avg_freezing_agh,avg_exposure_agh,avg_contrast_agh,avg_interlace_agh,avg_noise_agh,avg_si_agh,avg_ti_agh,MOS
1Runner_1_p2_2160_30fps_i.yuv,0.826954698,0.9975,0.625,0.946743552,1,0.767316124,0.330706646,0.3320438,0.3285354,0.311297104,0.34312499,0.29377626,0.142033301,0.14326299,0.13993164,0.088637913,0.326247428,0,1.20193816,1.535999974,0.762187199,0.01562,0.00028,0,0,0.23869,0.09657,0,0,0.44867,0.4411,1.59194,0.11093,0.169911782,0.138544669,42.89445917
1Runner_1_p2_2160_30fps_j.yuv,0.89568484,0.9975,0.62625,0.922687709,1,0.699345432,0.330759452,0.3324292,0.3283502,0.310934465,0.34278921,0.29293442,0.141987265,0.14307303,0.14019693,0.819534378,1,0,0.23969556,1.535930823,-0.03616208,0.05692,0.00027,0,0,0.04541,0.09079,0,0,0.46036,0.44142,0.36676,0.09626,0.171772757,0.102674726,40.3591676
1Runner_1_p2_2160_30fps_o.yuv,0.909175,0.99875,0.64375,0.913042577,1,0.7112324,0.330752907,0.3319587,0.3282515,0.310588222,0.3424404,0.29435413,0.14200259,0.14306513,0.14047953,0.999940165,1,0.996881802,-0.042309772,-0.006482614,-0.06507308,0.01562,0.00027,0,0,0.00065,0.08959,0,0,0.46682,0.44117,0.00696,0.09064,0.172379815,0.137896877,61.09043946
1Runner__2160_30fps_a.yuv,0.867057143,0.99875,0.62625,0.810126145,0.96956661,0.657181104,0.330179007,0.3311264,0.3289835,0.285404627,0.28924302,0.2810515,0.141608809,0.14248752,0.14078541,1,1,1,0.632460292,0.640011359,0.623121846,0.01562,0.00027,0,0,0.00416,0.18692,0,0,0.46087,0.377,0,0.02535,0.136872523,0.10093029,59.11493959
1Runner__2160_30fps_c.yuv,0.844871429,0.99875,0.62625,0.951641967,1,0.796210926,0.330149156,0.3312141,0.328891,0.277245744,0.28156915,0.27143107,0.140274525,0.14150348,0.13923939,1,1,1,0.491380971,0.508461201,0.475051134,0.02419,0.00027,0,0,0.00267,0.15038,0,0,0.46387,0.37748,0.00504,0.01811,0.171160121,0.101544965,36.75899073
1Runner__2160_30fps_d.yuv,0.874114286,0.995,0.6275,0.947462592,1,0.771840118,0.330193977,0.3313511,0.3289548,0.29122603,0.2951637,0.28714303,0.142091123,0.14292171,0.14148166,1,1,1,0.091742483,0.107182922,0.074669477,0.01923,0.00025,0,0,0.0007,0.08457,0,0.01435,0.44783,0.37822,0.0038,0.0683,0.169271169,0.098633009,42.19678248
1Runner__2160_30fps_f.yuv,0.851292857,0.9975,0.625,0.948965036,1,0.798017279,0.330122242,0.3312552,0.3289676,0.280324408,0.28925542,0.27057538,0.139913083,0.14179144,0.13679161,1,1,1,0.496952362,0.571209447,0.431085339,0.04778,0.00025,0,0,0.00242,0.13897,0,0,0.45728,0.37705,0.00521,0.01908,0.169830123,0.101245435,63.27987344
1Runner__2160_30fps_i.yuv,0.717083333,0.99875,0.625,0.942105828,1,0.680265329,0.329845177,0.331521,0.328344,0.284569333,0.28869602,0.27943376,0.141610239,0.14253286,0.14071629,0.195878084,0.494243457,0,1.024824479,1.450187677,0.70914885,0.01562,0.00028,0,0,0.2371,0.0913,0,0,0.44996,0.37816,1.44122,0.07866,0.167760665,0.103007905,37.88313263
1Runner__2160_30fps_j.yuv,0.83668578,0.9975,0.62625,0.939463882,1,0.741465576,0.330102827,0.3315257,0.3285682,0.285398621,0.29012859,0.27718865,0.141743843,0.14258798,0.14098531,0.830154967,1,0,0.274581189,1.527042822,0.043967381,0.05615,0.00027,0,0,0.04556,0.0844,0,0,0.45773,0.37816,0.33409,0.069,0.169501298,0.07666681,37.0329352
1Runner__2160_30fps_o.yuv,0.87615,0.99875,0.62625,0.943548802,1,0.76959937,0.330109314,0.3313186,0.328507,0.286159625,0.29012478,0.28177993,0.141780105,0.14277904,0.14085895,1,1,1,0.039960515,0.058578718,0.021802174,0.01562,0.00027,0,0,0.00076,0.08278,0,0,0.46357,0.37814,0.00554,0.06606,0.170018589,0.10269752,63.51394809
2Runners__2160_30fps_a.yuv,0.74935,0.9975,0.625,0.692314512,0.836088577,0.53390726,0.330576749,0.331847,0.3292212,0.330533427,0.34039725,0.29050907,0.142330353,0.14326596,0.14153499,1,1,1,0.62988467,0.648025526,0.620416614,0.01563,0.00027,0,0,0.00229,0.23737,0,0,0.48179,0.42717,0,0.04936,0.136294311,0.112494527,59.19715016
2Runners__2160_30fps_c.yuv,0.7549,0.9975,0.625,0.823977898,0.989860163,0.607584203,0.330551002,0.331583,0.329425,0.330596356,0.3402776,0.29057869,0.142394978,0.14344022,0.14152267,1,1,1,0.162372028,0.204201989,0.140266144,0.01564,0.00026,0,0,0.00052,0.09837,0,0,0.48731,0.42792,0.00963,0.07897,0.157353279,0.113625752,61.22467609
2Runners__2160_30fps_d.yuv,0.760321429,0.99875,0.62625,0.824742386,0.983820287,0.605601956,0.330601308,0.3316579,0.3293984,0.332453453,0.34206676,0.29343192,0.142462836,0.14334477,0.14173438,1,1,1,0.120125597,0.149065402,0.097194796,0.01743,0.00025,0,0,0.00047,0.09536,0,0.05742,0.47727,0.42816,0.00254,0.0846,0.157264877,0.103774034,43.45582737
2Runners__2160_30fps_f.yuv,0.82585,0.99625,0.625,0.80411049,1,0.584497884,0.330859305,0.3320454,0.3297118,0.327274787,0.34040208,0.28620744,0.140733819,0.14254586,0.13795083,1,1,1,0.550831368,0.652386182,0.455974656,0.04833,0.00025,0,1.00E-05,0.00205,0.15639,0,0,0.48145,0.42716,0.00338,0.02097,0.156041776,0.111871983,53.54608354
2Runners__2160_30fps_i.yuv,0.72579023,0.9875,0.62875,0.902354249,1,0.665610599,0.330325085,0.3318867,0.3287818,0.331113392,0.34044816,0.29133859,0.142296529,0.14346196,0.1416216,0.209944523,0.468730589,0,1.271832686,1.535955691,0.795072442,0.01562,0.0003,0,0,0.30113,0.10429,0,0,0.48017,0.42809,1.70639,0.11844,0.155973289,0.113674634,38.69512474
2Runners__2160_30fps_j.yuv,0.75021789,0.9975,0.625,0.835914539,1,0.63366313,0.330504845,0.3316798,0.3291404,0.330653548,0.34034522,0.29096019,0.142399775,0.14350017,0.1416734,0.83784661,1,0,0.344341131,1.535981264,0.07975767,0.05615,0.00027,0,0,0.06024,0.09638,0,0,0.48301,0.428,0.37787,0.09046,0.157268406,0.084637668,36.16729502
2Runners__2160_30fps_o.yuv,0.749035714,0.9975,0.62625,0.823539888,0.987873329,0.611053206,0.330543363,0.3316098,0.329112,0.330647005,0.34031766,0.29069286,0.142411398,0.14341185,0.14160929,1,1,1,0.088570796,0.118668226,0.064645974,0.01562,0.00027,0,0,0.0005,0.09549,0,0,0.48729,0.4279,0.00451,0.08022,0.157450944,0.113632937,58.85688511
3Runners_male__2160_30fps_a.yuv,0.734821429,0.99875,0.625,0.656617739,0.882073976,0.483966467,0.33086039,0.3320226,0.3293214,0.323343233,0.33717195,0.28879391,0.142512666,0.14429976,0.14150841,1,1,1,0.626728776,0.660777691,0.614679057,0.01563,0.00027,0,0,0.00219,0.23368,0,0,0.48263,0.41092,0,0.04912,0.127932948,0.116770711,58.66521684
3Runners_male__2160_30fps_c.yuv,0.832278571,0.9975,0.64125,0.665686488,0.87786499,0.505129279,0.331260081,0.3320954,0.3302136,0.314304031,0.33066566,0.28074606,0.139285494,0.14148658,0.12881598,1,1,1,0.614498585,0.71040937,0.574583831,0.07562,0.00023,0,0,0.01134,0.1338,0,0,0.4865,0.40536,0.00529,0.01301,0.133290341,0.110934888,26.66304151
3Runners_male__2160_30fps_d.yuv,0.726757143,0.9975,0.62875,0.748615546,0.97377736,0.549694735,0.330921385,0.3323154,0.329604,0.32655251,0.33935764,0.29252088,0.142780446,0.14469353,0.14186158,1,1,1,0.123371159,0.227191272,0.102926933,0.01684,0.00025,0,0,0.00035,0.09128,0,0.10048,0.4737,0.41153,0.00297,0.08505,0.147477212,0.103020086,42.78939058
3Runners_male__2160_30fps_f.yuv,0.74475,0.9975,0.625,0.759925206,0.995316199,0.590531638,0.330968582,0.3320688,0.3298404,0.321285505,0.33680924,0.28480628,0.141327014,0.14381479,0.13997945,1,1,1,0.523957574,0.566296783,0.444130586,0.01783,0.00025,0,0,0.00148,0.16508,0,0,0.48247,0.41153,0.00263,0.0257,0.149668659,0.117102129,61.72884341
3Runners_male__2160_30fps_i.yuv,0.725977011,0.87875,0.6275,0.813893641,1,0.593698852,0.330656224,0.3318609,0.3294068,0.324392806,0.33724129,0.28810402,0.14247556,0.14413052,0.14153677,0.16253101,0.546979331,0,1.393908904,1.535984573,0.803944269,0.01564,0.00029,0,0,0.28963,0.09712,0,0,0.4727,0.41199,1.89109,0.11545,0.145577192,0.118165285,36.83237619
3Runners_male__2160_30fps_j.yuv,0.735458716,0.99875,0.625,0.757512282,1,0.551233409,0.330879406,0.3323011,0.3294985,0.323829577,0.33766702,0.28932714,0.14259287,0.14430138,0.14152505,0.827235627,1,0,0.361628617,1.535982675,0.066634697,0.05616,0.00027,0,0,0.05849,0.09068,0,0,0.48357,0.41183,0.40801,0.08727,0.147025194,0.087551719,37.88675624
3Runners_male__2160_30fps_o.yuv,0.728228571,0.99875,0.625,0.743705282,0.963313054,0.550010656,0.330879438,0.3323175,0.3295303,0.323727405,0.33733287,0.28906545,0.142663358,0.14442578,0.14180579,1,1,1,0.078800064,0.195733504,0.051179083,0.01564,0.00027,0,0,0.00042,0.09055,0,0,0.48885,0.41183,0.00447,0.07613,0.147301795,0.117931579,60.60218954
Basketball_0_1080_30fps_p.yuv,0.656571429,0.775,0.585,1,1,1,0.333078968,0.3331672,0.3329602,0.324154994,0.33644129,0.27131348,0.144144918,0.14498956,0.12039767,1,1,1,0.512155928,0.559689362,0.502383772,0.05669,0.00025,0,0,0.05495,0.12197,0,0,0.48397,0.46905,0.00093,0.05254,0.204514096,0.067511092,
Basketball_10_1080_30fps_p.yuv,0.692678571,0.9975,0.57,0.866649634,1,0.561395164,0.332985997,0.3331189,0.3326834,0.315809839,0.33500418,0.26439584,0.143715158,0.144973,0.11589623,1,1,1,0.504458565,0.565984463,0.477907104,0.04645,0.00026,0,0,0.04792,0.13758,0,0,0.48423,0.45101,0.00113,0.04856,0.176150866,0.110491337,
Basketball_11_1080_30fps_p.yuv,0.788464286,0.99875,0.605,0.521195109,1,0.271336848,0.332916493,0.3331042,0.3326529,0.334182041,0.34433147,0.2991186,0.137801982,0.14409485,0.12967578,1,1,1,0.44287796,0.553056781,0.391330707,0.04767,0.00023,0,0,0.06385,0.14873,0,0,0.48627,0.3039,0.0004,0.03084,0.127936728,0.0726487,
Basketball_1_1080_30fps_p.yuv,0.684042857,0.87,0.57375,1,1,1,0.333046461,0.3331452,0.332917,0.298651201,0.30707182,0.27221282,0.143958189,0.1449324,0.1226019,1,1,1,0.514203029,0.557910511,0.427739417,0.05168,0.00026,0,0,0.05398,0.12544,0,0,0.48301,0.47545,0.00076,0.04811,0.201118298,0.081585807,
Basketball_2_1080_30fps_p.yuv,0.77765,0.96125,0.60375,0.960496225,1,0.814037992,0.33299141,0.3331313,0.3328205,0.326433381,0.33567217,0.27896566,0.144410774,0.14496264,0.13286039,1,1,1,0.509270473,0.566343298,0.49970997,0.04249,0.00026,0,0,0.04952,0.14219,0,0,0.48387,0.4501,0.00096,0.05227,0.181871479,0.123642924,
Basketball_3_1080_30fps_p.yuv,0.615528571,0.72125,0.49,0.982563304,1,0.53610346,0.333068819,0.3331847,0.3329556,0.331056999,0.33678811,0.28991416,0.144669063,0.14520058,0.14397274,1,1,1,0.501746865,0.549269815,0.428183467,0.05431,0.00025,0,0,0.0563,0.12168,0,0,0.48419,0.44273,0.00081,0.0509,0.193509403,0.074447682,
Basketball_4_1080_30fps_p.yuv,0.4464,0.825,0,0.926588752,1,0.594614778,0.333099877,0.3332177,0.332933,0.337109213,0.33982098,0.32252496,0.142575602,0.14534061,0.1350377,1,1,1,0.473055168,0.579715117,0.425811013,0.05638,0.00025,0,0,0.06313,0.12561,0,0,0.48551,0.42937,0.00077,0.02999,0.179847433,0.107686499,
Basketball_5_1080_30fps_p.yuv,0.742707143,0.87875,0.62,0.987625513,1,0.896814149,0.333053354,0.3331442,0.3329406,0.33669347,0.33923595,0.33470234,0.144870332,0.14552301,0.14147571,1,1,1,0.509672158,0.531054193,0.495768418,0.04841,0.00026,0,0,0.0531,0.13306,0,0,0.48316,0.44007,0.00098,0.05379,0.18873634,0.107705205,
Basketball_6_1080_30fps_p.yuv,0.648285714,0.74625,0.52125,1,1,1,0.333061139,0.3331478,0.3329741,0.333858657,0.3398054,0.32618723,0.14462567,0.14527165,0.14173888,1,1,1,0.50681702,0.607536291,0.492949324,0.05502,0.00025,0,0,0.05533,0.12346,0,0,0.48357,0.45292,0.00096,0.04894,0.196816044,0.08276559,
Basketball_7_1080_30fps_p.yuv,0.672328571,0.99875,0.48875,0.955122865,1,0.73096845,0.333053064,0.3331496,0.3327855,0.311206885,0.32742032,0.26789644,0.14397967,0.14483517,0.11503677,1,1,1,0.501165971,0.55361011,0.415415857,0.05075,0.00025,0,0,0.05244,0.12915,0,0,0.48494,0.46176,0.00082,0.0472,0.187849372,0.091975057,
Basketball_8_1080_30fps_p.yuv,0.718735714,0.96625,0.5675,0.953492835,1,0.754702999,0.333013208,0.3331595,0.3328151,0.317981939,0.33367972,0.26992549,0.144139233,0.14496136,0.12056547,1,1,1,0.509774102,0.556996494,0.486827359,0.04778,0.00026,0,0,0.05245,0.13601,0,0,0.48346,0.44963,0.00097,0.04691,0.179435009,0.106396491,
Basketball_9_1080_30fps_p.yuv,0.765164286,0.96125,0.56625,0.942724313,1,0.800515776,0.33300597,0.3331737,0.3328376,0.323808995,0.3363508,0.28455582,0.144341975,0.14499975,0.14048183,1,1,1,0.501207481,0.551375938,0.4892655,0.04469,0.00026,0,0,0.05146,0.14372,0,0,0.48389,0.45346,0.00087,0.05218,0.178441258,0.119482888,
bbpointp1_1080_25fps_a.yuv,0.721778846,0.81125,0.56375,0.562600722,0.642236975,0.471989123,0.332999428,0.333129,0.3328092,0.286600972,0.28885992,0.28310585,0.141722211,0.14235267,0.14085394,1,1,1,0.641662137,0.647467154,0.638053958,0.01562,0.00027,0,0,0.14844,0.20755,0,0,0.41587,0.27213,1.00E-05,0.01371,0.075182324,0.023648055,26.28410143
bbpointp1_1080_25fps_c.yuv,0.725037393,0.8425,0.5875,0.602534192,0.671259137,0.546013506,0.332966347,0.3331411,0.3327415,0.284654239,0.28733081,0.28271496,0.13763099,0.13879467,0.13562678,1,1,1,0.557850669,0.62483946,0.516956099,0.09116,0.00027,0,0,0.02833,0.13785,0,0,0.41939,0.26998,4.00E-05,0.01416,0.103675727,0.020889893,36.95744129
bbpointp1_1080_25fps_d.yuv,0.742323718,0.84,0.61125,0.616860943,0.675525218,0.558325114,0.332986525,0.3331235,0.3328448,0.292702193,0.29443474,0.28989314,0.141474093,0.14212262,0.14068631,1,1,1,0.428453149,0.432341006,0.424399064,0.01778,0.00022,0,0,0.01397,0.10816,0,0.01288,0.40071,0.27224,0.00029,0.04565,0.112476215,0.023947339,58.9682742
bbpointp1_1080_25fps_f.yuv,0.755464744,0.84625,0.6375,0.611309763,0.692602924,0.525188233,0.332970332,0.3331108,0.3327511,0.288668541,0.29079469,0.28525516,0.139150147,0.14067035,0.13627913,1,1,1,0.552075728,0.614703201,0.520306006,0.08617,0.00027,0,0,0.02267,0.12882,0,0,0.41215,0.2713,6.00E-05,0.0149,0.10789941,0.023050665,40.68132933
bbpointp1_1080_25fps_i.yuv,0.774876609,0.89375,0.63375,0.608493466,0.676258648,0.521402728,0.332970719,0.3330972,0.3327548,0.288067502,0.29004438,0.28476267,0.141451425,0.1421672,0.14095279,1,1,1,0.37666433,0.444279964,0.269284401,0.01562,0.00023,0,0,0.01358,0.11196,0,0,0.41168,0.27272,0.00305,0.04502,0.124630754,0.022750686,47.43524185
bbpointp1_1080_25fps_j.yuv,0.747748288,0.93125,0.62125,0.616597252,0.683266525,0.51772013,0.332975366,0.3331102,0.3327753,0.284641381,0.28687599,0.2806003,0.141351744,0.14181539,0.14081029,0.999769345,1,0.976741856,0.408905027,0.440227387,0.165853969,0.05642,0.00023,0,0,0.014,0.11175,0,0,0.41691,0.27332,0.00145,0.04455,0.119119343,0.018858301,43.4444174
bbpointp1_1080_25fps_o.yuv,0.73616453,0.82125,0.6225,0.622273914,0.685543317,0.561417638,0.332974602,0.3331296,0.3327513,0.285002896,0.28716876,0.28147279,0.14129754,0.1418598,0.14077446,1,1,1,0.436160078,0.440829695,0.431838352,0.01562,0.00024,0,0,0.01488,0.11159,0,0,0.41666,0.27349,0.00027,0.04392,0.114023599,0.024314051,63.65351387
bbpointp2_1080_25fps_a.yuv,0.831767857,0.9975,0.62625,0.608675525,0.841747015,0.430377308,0.33297869,0.333112,0.3327637,0.282489841,0.28815792,0.27163468,0.141565558,0.14218487,0.14073769,1,1,1,0.635255552,0.64381688,0.62276243,0.01562,0.00027,0,0,0.12479,0.22315,0,0,0.39962,0.26392,1.00E-05,0.01372,0.068857399,0.037244504,29.17694682
bbpointp2_1080_25fps_c.yuv,0.815803571,0.9975,0.62625,0.669477815,0.83035301,0.466637935,0.332964723,0.3330985,0.3327407,0.279917248,0.28596175,0.26879954,0.139732085,0.14031182,0.13850442,1,1,1,0.540364568,0.554568711,0.529836437,0.08639,0.00027,0,0,0.01092,0.13197,0,0,0.40083,0.26428,4.00E-05,0.01493,0.103268955,0.036022257,60.3290515
bbpointp2_1080_25fps_d.yuv,0.830666667,0.99875,0.625,0.641346628,0.820634794,0.46939023,0.332994581,0.3331173,0.3327813,0.288477853,0.29292116,0.28088118,0.141284601,0.14179467,0.14046459,1,1,1,0.426676004,0.436438883,0.419529407,0.01743,0.00022,0,0,0.00702,0.11438,0,0.05742,0.39062,0.26455,0.00041,0.04609,0.103153539,0.035499878,43.99232416
bbpointp2_1080_25fps_f.yuv,0.819892857,0.99625,0.625,0.636514869,0.823809273,0.473957056,0.332984602,0.3331562,0.3326024,0.2857061,0.29245638,0.27597457,0.137796878,0.1404403,0.1333142,1,1,1,0.583745357,0.66771469,0.524947609,0.08746,0.00026,0,0,0.0175,0.14731,0,0,0.39465,0.26162,0.0001,0.01321,0.095745769,0.036441486,29.35582883
bbpointp2_1080_25fps_i.yuv,0.775017943,0.99875,0.625,0.647527681,0.813156189,0.471402071,0.332975265,0.3331134,0.3326871,0.284277452,0.2894465,0.27547873,0.141355132,0.14202199,0.14058067,0.983662458,1,0.896960134,0.198665813,0.453100383,0.014519548,0.01562,0.00019,0,0,0.00489,0.1191,0,0,0.39174,0.2632,0.00698,0.04516,0.137418083,0.033737129,48.46257509
bbpointp2_1080_25fps_j.yuv,0.818034351,0.99875,0.625,0.650061197,0.821443664,0.47400679,0.332986365,0.333133,0.332748,0.280625588,0.28637613,0.26822623,0.141218913,0.1418964,0.14050425,0.982872377,1,0.778118507,0.376722726,0.443179506,0.006053048,0.05615,0.00022,0,0,0.00655,0.11953,0,0,0.39959,0.26447,0.00252,0.04452,0.116012496,0.028580262,41.17233678
bbpointp2_1080_25fps_o.yuv,0.823416667,0.99875,0.625,0.646992092,0.825359345,0.47394349,0.332982174,0.333159,0.3327681,0.281147493,0.28666879,0.27057074,0.141170636,0.14188366,0.14006174,1,1,1,0.435833537,0.445421987,0.430280394,0.01562,0.00024,0,0,0.00761,0.11986,0,0,0.40088,0.26504,0.00029,0.04392,0.103961186,0.037691087,64.40337491
crowdgreenp1_1080_25fps_a.yuv,0.634257143,0.73625,0.54375,0.605301827,0.692717298,0.504187118,0.333183423,0.3332539,0.3330897,0.346225342,0.34695101,0.34533775,0.144737692,0.1453153,0.14426512,1,1,1,0.646906403,0.652302366,0.642518696,0.0157,0.00028,0,0,0.08818,0.22671,0,0,0.4902,0.35186,1.00E-05,0.03651,0.080031173,0.032773685,26.1226693
crowdgreenp1_1080_25fps_c.yuv,0.619721429,0.73125,0.495,0.600886574,0.657271861,0.515189845,0.333181905,0.3332489,0.3330894,0.34595865,0.34673151,0.3450602,0.144641115,0.14504849,0.14410912,1,1,1,0.412014863,0.417407902,0.405257553,0.01576,0.00024,0,0,0.01142,0.13708,0,0,0.4902,0.35324,0.00114,0.05871,0.109310761,0.033505823,62.59449213
crowdgreenp1_1080_25fps_d.yuv,0.645592857,0.73375,0.515,0.606577318,0.656841323,0.512640931,0.333180602,0.3332358,0.3330663,0.341556739,0.34322614,0.34002562,0.144185788,0.14481802,0.14346111,1,1,1,0.395718684,0.400859688,0.390937674,0.01798,0.00023,0,0,0.01033,0.13064,0,0.12069,0.47843,0.35235,0.00084,0.07964,0.109750404,0.029627754,42.8642308
crowdgreenp1_1080_25fps_f.yuv,0.5622,0.69125,0.4475,0.606510565,0.676508086,0.519991745,0.333183286,0.3332607,0.3330648,0.345260797,0.34615901,0.34421965,0.14372641,0.14451163,0.14303702,1,1,1,0.505097056,0.543478421,0.43010775,0.06302,0.00028,0,0,0.02136,0.14954,0,0,0.48627,0.35162,8.00E-05,0.0166,0.1088219,0.030754427,56.48830258
crowdgreenp1_1080_25fps_i.yuv,0.638182471,0.73375,0.50125,0.597650165,0.666154762,0.501578145,0.333181451,0.3332396,0.3330676,0.34566934,0.34657798,0.34466678,0.144610447,0.14507142,0.14402785,1,1,1,0.359416444,0.425715795,0.250416486,0.01573,0.00022,0,0,0.00724,0.1366,0,0,0.48627,0.35242,0.01186,0.06142,0.128008151,0.031634547,57.81385675
crowdgreenp1_1080_25fps_j.yuv,0.628091603,0.74125,0.495,0.598556216,0.656223695,0.514223365,0.333182468,0.333248,0.3330811,0.346359034,0.34707852,0.34550284,0.14467306,0.14512602,0.14420966,0.999820448,1,0.95295745,0.401048468,0.419089077,0.192184424,0.05619,0.00023,0,0,0.01091,0.13642,0,0,0.4902,0.35313,0.00486,0.05936,0.113674912,0.023710105,50.49180981
crowdgreenp1_1080_25fps_o.yuv,0.6258,0.7375,0.51,0.600666762,0.655416252,0.511276827,0.333182677,0.3332507,0.3330759,0.345933313,0.3467049,0.34502215,0.144628952,0.14515549,0.14410904,1,1,1,0.413765887,0.419347287,0.407073819,0.01578,0.00024,0,0,0.01128,0.13636,0,0,0.4902,0.35328,0.00131,0.05875,0.109539604,0.033623013,63.23420423
