video,avg_blockiness,max_blockiness,min_blockiness,avg_blur,max_blur,min_blur,avg_contrast1,max_contrast1,min_contrast1,avg_contrast1,max_contrast2,min_contrast2,avg_contrast3,max_contrast3,min_contrast3,avg_contrast4,max_contrast4,min_contrast4,avg_contrast5,max_contrast5,min_contrast5,avg_contrast6,max_contrast6,min_contrast6,avg_contrast7,max_contrast7,min_contrast7,avg_contrast8,max_contrast8,min_contrast8,avg_contrast9,max_contrast9,min_contrast9,avg_color1,max_color1,min_color1,avg_color2,max_color2,min_color2,avg_color3,max_color3,min_color3,avg_color4,max_color4,min_color4,avg_color5,max_color5,min_color5,avg_color6,max_color6,min_color6,avg_color7,max_color7,min_color7,avg_color8,max_color8,min_color8,avg_ltp,max_ltp,min_ltp,avg_noise,max_noise,min_noise,avg_brisque,max_brisque,min_brisque,avg_flicker,mos
A011.mp4,0.233204167,0.5475,0.0225,0.944392324,1,0.839545753,0.294143826,0.311598408,0.275416069,0.321687125,0.330999679,0.310576228,0.328131017,0.335133244,0.317821133,0.336642492,0.343331148,0.328389566,0.338872454,0.344310169,0.333236481,0.339318608,0.344310169,0.333515688,0.341506395,0.34689323,0.335198472,0.344915467,0.357837542,0.33790416,0.351185068,0.369462243,0.342630309,0.354746767,0.382096843,0.312503927,0.283314817,0.306052917,0.25057409,0.269591794,0.277275007,0.258934408,0.374431894,0.381550903,0.361264575,0.539645704,0.563264008,0.511152506,0.322452944,0.333057029,0.314402544,0.207252765,0.300343424,0.132430394,0.374049035,0.402736308,0.36260133,0.132312954,0.13405325,0.126691,0.655019086,0.72678847,0.507761888,0.491876045,0.609974797,0.43259144,0.034544429,87.2287
A012.mp4,0.522758333,0.995,0,0.625306622,1,0.256889031,0.302626009,0.325417878,0.277197484,0.3269553,0.334412837,0.317519818,0.330296501,0.337838277,0.319876534,0.335791315,0.342610366,0.330390133,0.336980627,0.343124351,0.331966792,0.337081801,0.343124351,0.331966792,0.339091456,0.345145068,0.334003887,0.341489271,0.349750855,0.335928347,0.34753901,0.35681642,0.339919326,0.486156539,0.515250337,0.429818434,0.211442772,0.257538817,0.193706602,0.044033427,0.208834283,-0.140868447,0.277901863,0.324562702,0.252411473,0.58204506,0.657297158,0.456703058,0.291597674,0.326388084,0.270741763,0.244916657,0.311164618,0.14973152,0.379134179,0.419448129,0.336610682,0.133839651,0.13557394,0.12479167,0.958250304,1,0.798679284,0.397947372,0.629161651,0.223435661,0.014409333,47.7826
A013.mp4,0.00220515,0.13125,0,0.342581422,0.372784373,0.30688004,0.298728928,0.319462811,0.271330199,0.324629535,0.334555079,0.305547846,0.328804053,0.337255853,0.312352298,0.333293783,0.341167697,0.326760548,0.336960293,0.347494938,0.329927749,0.337113682,0.347494938,0.329927749,0.340214356,0.353650428,0.33373975,0.344662009,0.357680125,0.336327708,0.352467675,0.370780077,0.339387352,0.632594162,0.641658104,0.624701994,0.348106165,0.352371469,0.341291538,-0.226664247,-0.215332856,-0.238521558,0.385321407,0.389315647,0.380245629,0.255778004,0.26047269,0.25124042,0.198703468,0.206221344,0.192106228,0.256571773,0.263027311,0.249825253,0.328551075,0.334552366,0.321870276,0.126482644,0.12800918,0.12452954,1,1,1,0.557430855,0.593812348,0.510705749,0.095454694,83.4083
A014.mp4,0.737845833,0.99625,0.62625,0.604808269,0.725011356,0.489373306,0.284419927,0.319746158,0.224910534,0.324048088,0.337300568,0.308813957,0.330519855,0.341823482,0.320810648,0.336618561,0.344494453,0.328529678,0.338978792,0.348540137,0.330526738,0.339182021,0.348540137,0.330526738,0.343331554,0.353835595,0.335020745,0.345100997,0.357936634,0.335355991,0.352174285,0.37040275,0.341201503,0.670206397,0.738924069,0.605871011,0.27636914,0.36048869,0.211374517,-0.280233124,-0.233804005,-0.315088836,0.365852292,0.425573329,0.305368968,0.168991073,0.237599357,0.107453847,0.209155257,0.250516822,0.158164507,0.263333968,0.290013677,0.217538306,0.334849003,0.3606588,0.287989056,0.112088603,0.12052152,0.10484786,0.918306643,1,0.785502273,0.613229993,0.777037578,0.41458388,0.047955325,69.9652
A015.mp4,0.832404167,0.9425,0.74375,0.826971634,1,0.623316675,0.299337896,0.315944191,0.279756562,0.322429812,0.330869516,0.308724208,0.328485943,0.334288677,0.317415406,0.334441545,0.339134409,0.324415001,0.33758148,0.344414955,0.330827672,0.337856769,0.344414955,0.331400181,0.340959529,0.34978155,0.33279706,0.343622088,0.352346527,0.335714415,0.35232162,0.36892647,0.34198993,0.347764239,0.384165142,0.306490151,0.234517967,0.263751455,0.200760294,0.275878378,0.287412438,0.224642538,0.355709488,0.370996545,0.305124474,0.602930466,0.662221699,0.545573173,0.315100559,0.373209592,0.278767858,-0.151829652,0.068948832,-0.208239593,0.361252031,0.418128794,0.330730919,0.126132061,0.12834601,0.12244072,0.835536505,0.954964001,0.788231602,0.489757448,0.540809892,0.44025619,0.06348595,78.3957
A016.mp4,0.810083612,0.995,0.58625,0.262369072,0.625096069,0.013090415,0.287819851,0.323207211,0.190416441,0.319588039,0.340948014,0.274584457,0.325140636,0.341594153,0.285032331,0.33685198,0.360350829,0.310931969,0.338755277,0.360350829,0.311521451,0.338991803,0.360350829,0.31744568,0.343065588,0.368895475,0.330821258,0.348155166,0.377785647,0.335915763,0.355744368,0.437804918,0.338015369,0.668958756,0.924447847,0.480740408,0.226612061,0.296345416,0.165544171,-0.04491201,0.285026892,-0.26635729,0.325154281,0.428495431,0.245435877,0.277740805,0.420213016,0.098098391,0.202809966,0.303252729,0.058429627,0.256694597,0.40750309,0.076200425,0.346983988,0.518571483,0.106215924,0.116320828,0.12933594,0.08735334,1,1,1,0.493349715,0.621966799,0.43152152,0.044128819,37.8421
A017.mp4,0.79717608,0.88,0.7,0.365325457,0.609331684,0.24416303,0.257523212,0.302264706,0.162783429,0.321234405,0.343951908,0.263163054,0.329063766,0.346592384,0.268350211,0.342077471,0.36963506,0.329855899,0.343576367,0.370613234,0.329908803,0.343704392,0.370613234,0.330517077,0.346411183,0.371552634,0.330517077,0.349756965,0.401895568,0.336875047,0.354131893,0.404331006,0.340065581,0.189253233,0.219005647,0.162957406,0.088380992,0.118806402,0.076279668,0.024879418,0.120056956,-0.043796706,0.118626884,0.175347878,0.097902147,0.877930265,0.891730702,0.792279044,0.251221579,0.285768347,0.222242746,-0.108003315,0.151708504,-0.259683935,0.283343513,0.350860149,0.255567768,0.111857519,0.11733895,0.10488795,1,1,1,0.584781965,0.639024807,0.48533962,0.0869608,65.4778
A018.mp4,0.716608333,0.99875,0.59625,0.894796906,1,0.719067386,0.28712448,0.303622202,0.267433191,0.307861629,0.321414185,0.292130469,0.318040818,0.329877366,0.305655434,0.335083246,0.340843247,0.327628132,0.34264556,0.348984148,0.336413413,0.342809236,0.348984148,0.336413413,0.347043123,0.3549061,0.339370835,0.349973701,0.359542582,0.342056604,0.36244495,0.381572186,0.351104252,0.290096756,0.331265552,0.258604684,0.192790245,0.23874296,0.160271454,0.180752589,0.239425035,0.137571599,0.263493028,0.320440389,0.222865181,0.746713314,0.787939778,0.716510231,0.276800875,0.291269844,0.25325867,-0.130212987,0.084980268,-0.187092561,0.340852973,0.362890278,0.320070372,0.134415529,0.13516276,0.13361808,0.94274383,1,0.748234477,0.469083123,0.57115113,0.411033529,0.005085883,76.0205
A019.mp4,0.562167774,0.9975,0,0.787534274,1,0.100029096,0.302007903,0.327828902,0.241487977,0.322135607,0.332030888,0.295202624,0.327898306,0.334668291,0.305353707,0.335695926,0.344071477,0.33086775,0.337340936,0.345917699,0.33195276,0.337515769,0.345984032,0.332104829,0.340215231,0.356256651,0.33420799,0.343623326,0.373794153,0.334283217,0.350689129,0.377032106,0.336939468,0.279660727,0.328576661,0.207396078,0.18184477,0.258033597,0.113570376,0.209115092,0.297010072,0.104073649,0.291177091,0.38268896,0.159593881,0.581258285,0.744685859,0.477635515,0.352086629,0.405508208,0.27185788,0.298607501,0.376396534,0.207629929,0.441424644,0.495356967,0.355609989,0.13247926,0.13532381,0.12700932,0.918869264,1,0.770264261,0.446335671,0.688133545,0.20489955,0.011295817,70.843
A020.mp4,0.739670833,0.83,0.64125,0.999484546,1,0.975998058,0.295483599,0.306622255,0.281979794,0.320171475,0.326622947,0.309456042,0.327635596,0.332697814,0.31891687,0.336561119,0.341240798,0.329806739,0.338362699,0.342336407,0.333883459,0.338544439,0.343060454,0.334173626,0.341858159,0.34815058,0.33699431,0.344435805,0.352929736,0.339017167,0.353394021,0.363607819,0.34615388,0.352431882,0.361813023,0.333943998,0.266261492,0.272748868,0.261990364,0.273467816,0.277300057,0.26940864,0.361594652,0.365780843,0.357714115,0.56688402,0.576904876,0.558681759,0.33044123,0.333302209,0.325947996,-0.174489497,-0.160368828,-0.198098552,0.371781002,0.37458886,0.368782027,0.132301056,0.13320655,0.13114378,0.572270386,0.585036059,0.546621898,0.510580523,0.531119971,0.482109953,0.054506679,77.7258
A021.mp4,0.901688963,0.96375,0.795,0.207272556,0.419170686,0.129264377,0.301703162,0.327162088,0.244678714,0.320167657,0.33633758,0.265120513,0.32383483,0.338318468,0.273146324,0.334928331,0.361477177,0.316718917,0.337342322,0.361477177,0.324814778,0.337613026,0.361477177,0.324814778,0.340747828,0.362290757,0.332070479,0.346111841,0.378238132,0.334929869,0.353670668,0.393193334,0.337530369,0.220055016,0.310795119,0.166797689,0.215370117,0.296843305,0.160512784,0.27662943,0.331069888,0.218139732,0.353450533,0.411016161,0.284614999,0.756100683,0.819983072,0.646666744,0.155266864,0.194329835,0.124938654,-0.189446488,-0.157258275,-0.213934769,0.254430216,0.283598074,0.219586283,0.109116272,0.1249116,0.09399877,1,1,1,0.674311676,0.815905616,0.517195282,0.088638513,37.6011
A022.mp4,0.263035714,0.98125,0,0.321287031,0.584828478,0.117966223,0.306190026,0.325684351,0.279882126,0.32688945,0.333919662,0.315280628,0.329545172,0.33515804,0.320115479,0.33500828,0.340996157,0.328660395,0.336365817,0.342187291,0.330475392,0.336473246,0.342187291,0.330475392,0.338694538,0.347090609,0.334303271,0.341808888,0.357016589,0.334909935,0.347167124,0.3629042,0.337868602,0.414534594,0.557994011,0.304671129,0.209890087,0.258205585,0.16769499,0.158327577,0.238203676,-0.105341774,0.303680383,0.358240363,0.237881968,0.593780099,0.726268007,0.456192542,0.294050337,0.340967103,0.245968709,0.234839262,0.315304666,-0.150789679,0.391492704,0.425238873,0.34923156,0.132857066,0.13447745,0.13102214,0.999948941,1,0.991561365,0.482173151,0.632413871,0.32557733,0.003673715,38.674
A023.mp4,0.7948125,0.995,0.6275,0.644090028,0.937810957,0.362587734,0.297931683,0.320094664,0.271555748,0.326163098,0.335028015,0.307519978,0.330722033,0.338845645,0.316046136,0.33551146,0.342050207,0.325606006,0.337454217,0.345228318,0.329315931,0.337720013,0.345228318,0.329780019,0.339975093,0.350908529,0.333146396,0.342535483,0.373552675,0.335080795,0.349050216,0.374855387,0.33684054,0.265474106,0.318578782,0.242247987,0.161905106,0.216878797,0.116719851,0.165540322,0.238389318,0.120139301,0.24452943,0.321052508,0.190218876,0.538929283,0.605846149,0.438261085,0.394541381,0.408845456,0.365830324,0.357716222,0.405273008,0.30664798,0.485617297,0.506491581,0.459271946,0.129234584,0.13306675,0.12612767,0.835232176,0.907124319,0.759598387,0.532589057,0.59858975,0.454773463,0.03203138,69.0588
A024.mp4,0.830675,0.9975,0.62875,0.92614519,1,0.718560354,0.295415421,0.314833253,0.267219694,0.322292012,0.331791749,0.306381011,0.330204835,0.336267367,0.319742419,0.336461374,0.342912701,0.327929127,0.338124828,0.343888216,0.332906463,0.338317648,0.343888216,0.332906463,0.341480687,0.350482091,0.335091193,0.343777279,0.35502481,0.338347685,0.350571017,0.364369988,0.340559459,0.342074634,0.511822475,0.234751528,0.258342968,0.294640629,0.210622925,0.262931496,0.287054832,0.232614568,0.353939657,0.381856697,0.319512988,0.519426101,0.589567056,0.457826246,0.325057643,0.369937376,0.241020849,0.284087733,0.330738522,0.252560907,0.397376519,0.436227412,0.345513948,0.128961965,0.13444216,0.12443668,0.813749759,1,0.557971073,0.577869052,0.7021737,0.468393508,0.031091457,71.962
A025.mp4,0.600620833,0.99875,0.04375,0.520988173,0.790182672,0.224403752,0.294375494,0.31690882,0.266004454,0.320981629,0.333333418,0.303921346,0.326236849,0.335367727,0.309406383,0.33496165,0.341745897,0.328297035,0.33729572,0.345080396,0.332689292,0.337558207,0.345688326,0.332689292,0.339943822,0.351009359,0.334880404,0.344295684,0.356280861,0.339139262,0.350785679,0.365601244,0.341578799,0.194730454,0.262134562,0.163703322,0.149789044,0.202967587,0.114874054,0.147888025,0.177941458,0.108728029,0.206649212,0.245928915,0.170853027,0.799045436,0.830342806,0.759384211,0.296580948,0.320698916,0.280583124,-0.094265731,0.277763338,-0.191368521,0.336163217,0.367217664,0.316512631,0.129500521,0.13233347,0.12547869,0.996666667,1,1,0.436594746,0.518117703,0.386919442,0.027418328,42.0856
A026.mp4,0.89835,0.99875,0.625,0.574019851,0.701033128,0.513514089,0.292982454,0.311285693,0.266219021,0.323372245,0.331334273,0.309426304,0.331033516,0.337801629,0.319862287,0.33663565,0.342153938,0.330593066,0.338167035,0.344376659,0.331664739,0.338349032,0.346590423,0.331664739,0.341486625,0.349799526,0.33485186,0.343202052,0.354634394,0.337251652,0.351140613,0.366683,0.342326636,0.555656843,0.585378283,0.489541572,0.198496499,0.211669647,0.174174641,0.127121103,0.153855538,0.084689343,0.309717613,0.317492086,0.289837355,0.607933534,0.686117005,0.571390196,0.215875569,0.253821363,0.199299754,0.148719445,0.252379828,0.066270801,0.31099456,0.378607053,0.282711484,0.129908692,0.13204667,0.12806298,0.892273677,0.930176995,0.850702247,0.530823414,0.654611974,0.506438851,0.022958685,74.5397
A027.mp4,0.742904167,0.995,0.2025,0.465253926,0.870992929,0.168944984,0.293210318,0.310562122,0.272570223,0.317592215,0.330346311,0.300687445,0.324328054,0.336154632,0.307964188,0.338074067,0.345165299,0.329702176,0.339654744,0.345195966,0.333258764,0.339817738,0.345787436,0.333258764,0.342257813,0.348433657,0.334693931,0.347186077,0.359287885,0.337967886,0.353549248,0.365689371,0.341367476,0.504109733,0.564685521,0.443289179,0.241725392,0.260271674,0.217666178,-0.140434207,0.11921765,-0.196822045,0.308560351,0.334388318,0.291831341,0.573637074,0.649067083,0.4875373,0.230476857,0.27818442,0.193705719,0.234844074,0.309753334,0.158250515,0.354199457,0.409506343,0.310513405,0.133412312,0.13433868,0.13208231,1,1,1,0.547863965,0.627376812,0.431748846,0.002085352,56.3388
A028.mp4,0.909431438,0.965,0.7925,0.527335011,1,0.120898308,0.284815528,0.317224899,0.264624357,0.310574071,0.323571735,0.287548344,0.323771964,0.332450395,0.30537381,0.333908301,0.341357654,0.326747289,0.33824683,0.346440566,0.330756129,0.3385431,0.346766387,0.332713894,0.344398442,0.360717673,0.33777788,0.347974727,0.369745658,0.341658491,0.361255046,0.384718825,0.350954371,0.654723357,0.75141399,0.48128953,0.197776693,0.297007086,0.120270784,-0.179201608,-0.030632817,-0.284305555,0.269582145,0.349421729,0.187950107,0.536322089,0.593220046,0.453652191,0.162702636,0.242502851,0.121034646,-0.16154521,-0.09976674,-0.225316025,0.229163135,0.300250687,0.187755513,0.129612292,0.13444353,0.12142407,0.996655518,1,1,0.700555251,0.892193061,0.496533381,0.035416377,41.5304
A029.mp4,0.869683333,0.98625,0.69625,0.999806502,1,0.974106321,0.288243292,0.308868526,0.260886863,0.324358395,0.334552176,0.312158148,0.329193761,0.338238945,0.319054069,0.337869326,0.345400872,0.332001378,0.340052595,0.345400872,0.334322534,0.34034103,0.345684261,0.334322534,0.341994114,0.348844998,0.337290086,0.34451383,0.353686685,0.338543863,0.349188119,0.359507756,0.341298705,0.241254706,0.326820128,0.190823614,0.209720592,0.228915605,0.188974003,0.168150453,0.202318808,0.102392093,0.25312072,0.272306454,0.23747267,0.764181968,0.794262659,0.718384313,0.266989817,0.296147941,0.238032427,-0.225588797,-0.204154473,-0.246119765,0.310458833,0.331922731,0.287264489,0.131606103,0.1326864,0.13038137,0.929263363,0.966993472,0.897063348,0.446157167,0.485038336,0.413936645,0.004031037,75.3861
A030.mp4,0.671769103,0.86,0.46625,0.702863441,0.803387002,0.581311213,0.310859985,0.322405581,0.297465275,0.328129134,0.33297085,0.320466229,0.33080194,0.335835668,0.323476906,0.334764846,0.339159028,0.330163943,0.336215639,0.340867829,0.332018043,0.336355744,0.340867829,0.332018043,0.337527501,0.342532044,0.334399964,0.339517384,0.347011056,0.335322353,0.344638073,0.356260711,0.337963804,0.265909794,0.296893198,0.239954707,0.299182997,0.308646717,0.286971167,0.350855711,0.364166918,0.333003536,0.435247738,0.446576709,0.417588351,0.460688397,0.545731548,0.433610946,0.324059397,0.336634355,0.310872238,0.264989305,0.289703589,0.210567914,0.372596732,0.385117756,0.348272489,0.132157203,0.13329256,0.13039234,0.883657697,1,0.838763358,0.477244437,0.628391209,0.340629716,0.023443766,81.5278
A031.mp4,0.455525,0.65,0.23,0.992377881,1,0.849757422,0.301829253,0.317211219,0.288850345,0.321928397,0.331869578,0.313161935,0.327235845,0.334499176,0.320026371,0.334047857,0.338983665,0.330737387,0.336779144,0.342027127,0.333060786,0.337026696,0.343795632,0.333060786,0.339297838,0.345336541,0.33631473,0.34181925,0.354061339,0.337298085,0.347691696,0.361764816,0.342093944,0.311674716,0.331880595,0.296247702,0.277054828,0.294544485,0.237536772,0.29457281,0.312947543,0.215986543,0.381599013,0.399432786,0.305420488,0.565200204,0.633557713,0.538439507,0.332164228,0.353579797,0.32532142,-0.084354427,0.190317865,-0.196988318,0.371294245,0.397675036,0.36435628,0.133324819,0.13472588,0.13260965,0.613178569,0.956556356,0.502105604,0.573305315,0.630786699,0.376655097,0.015949901,62.1042
A032.mp4,0.81965,0.99875,0.62625,0.926611195,1,0.521771391,0.298162561,0.311322842,0.28130758,0.321524428,0.329385942,0.310670565,0.329415964,0.336659463,0.321863935,0.33626061,0.3407052,0.332006761,0.33803826,0.342634006,0.334454261,0.338175824,0.342634006,0.334454261,0.340518976,0.345292277,0.336404701,0.342643213,0.349911034,0.337134206,0.352223038,0.367646724,0.342411438,0.388972779,0.50990598,0.24187101,0.204621417,0.241201138,0.147854582,0.180001211,0.227679908,0.113319106,0.285011978,0.338130494,0.207475882,0.685024133,0.794345827,0.579244177,0.271417067,0.303768746,0.244104383,0.09178773,0.224600509,-0.170127797,0.337274268,0.361759118,0.31226831,0.135547165,0.13621368,0.13459327,0.910396383,1,0.722572369,0.526229409,0.816488129,0.35733362,0.002965217,74.3189
